HIP,X,Y,Z,Exo,Discorery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
86561,-4.884,-59.93,76.459,0,None,0,0,0,0.2,-2.81,-0.25,0.09,0.42,0.28,0.33,0.27,0.25,0.24,0.18,0.29,0.27,0.16,0.24,0.25,0.38
86564,-9.192,-112.945,268.942,0,None,0,0,0,-0.17,,0.09,0.2,-0.49,-0.17,-0.3,-0.12,-0.16,-0.08,-0.29,-0.3,-0.42,-0.63,-0.16,-0.29,-0.43
86568,-1.721,-21.214,59.985,0,None,0,0,0,-0.34,,0.07,0.09,-0.39,,-0.37,-0.07,-0.31,,-0.26,-0.24,,-0.69,-0.2,-0.35,
86592,-11.5,-144.396,175.634,0,None,0,0,0,-0.21,,-0.33,-0.17,-0.15,-0.15,-0.26,-0.16,-0.06,0.02,-0.15,-0.06,-0.07,-0.34,-0.13,-0.12,
86596,-10.902,-136.96,54.125,0,None,0,0,0,-0.13,-0.41,,,-0.21,-0.11,-0.26,-0.21,-0.1,0.12,-0.05,-0.06,-0.12,-0.29,-0.08,-0.12,-0.19
86611,-29.792,-377.094,28.886,0,None,0,0,0,-0.3,,,,,-0.03,-0.11,0.05,-0.16,,-0.7,-0.7,-0.38,,,-0.39,0
86614,-0.487,-6.167,19.208,0,None,0,0,0,-0.03,-0.64,-0.18,0.23,0.02,-0.03,-0.09,0.01,0.08,0.26,0.06,0.19,0.04,-0.15,0.7,-0.05,0.02
86620,-0.546,-6.931,21.599,3,Radial Velocity,1,1.53,1.19,-0.06,-0.62,-0.04,-0.1,-0.11,0,-0.16,0.01,0,0.24,-0.06,-0.02,-0.02,-0.17,0.05,-0.03,0.11
86623,-2.675,-33.948,9.734,0,None,0,0,0,-0.13,,0.23,0.4,-0.13,-0.16,-0.21,-0.18,-0.08,0.09,-0.11,0,-0.12,-0.37,0.09,-0.24,-0.03
86642,-2.545,-32.742,25.724,0,None,0,0,0,-0.2,-0.8,,,-0.25,-0.05,-0.18,-0.16,-0.14,0,-0.09,-0.1,-0.22,-0.35,-0.12,-0.2,-0.08
86661,-2.773,-36.075,-5.78,0,None,0,0,0,-0.11,,-0.25,,-0.11,-0.17,-0.08,-0.2,-0.02,0.18,0.08,0.27,-0.09,-0.42,-0.13,-0.17,
86667,-7.822,-102.083,46.797,0,None,0,0,0,-0.15,-4.06,-0.24,-0.22,0.47,0.19,0.36,0.25,0.06,-0.2,-0.02,-0.02,0.14,-0.31,0.02,-0.04,-0.1
86680,-5.256,-69.201,269.115,0,None,0,0,0,-0.36,,-0.32,-0.21,-0.31,-0.16,-0.33,-0.2,-0.14,-0.09,-0.26,-0.18,-0.22,-0.45,-0.21,-0.22,-0.22
86722,-1.589,-21.716,8.625,0,None,0,0,0,-0.39,,-0.15,0.07,-0.42,-0.13,-0.2,-0.18,-0.22,-0.02,-0.1,-0.16,-0.34,-0.62,-0.02,-0.29,-0.48
86731,-2.601,-35.764,16.212,0,None,0,0,0,0.3,,,0.07,0.39,0.36,0.31,0.32,0.29,0.42,0.24,0.22,0.28,0.23,0.38,0.32,0.29
86736,-1.157,-15.97,-6.367,0,None,0,0,0,-0.08,,-0.04,-0.04,-0.17,0.06,0.24,-0.05,-0.04,0.11,-0.02,-0.07,-0.06,-0.32,0,-0.11,0.04
86742,-1.791,-24.793,1.986,0,None,0,0,0,0.26,-3.08,0.18,0.2,0.44,0.48,0.42,0.41,0.25,0.27,0.22,0.34,0.34,0.43,0.5,0.33,0.26
86765,-2.091,-29.422,-2.02,0,None,0,0,0,-0.23,-2.18,-0.22,-0.07,-0.24,-0.14,-0.22,-0.2,-0.15,-0.17,-0.15,-0.23,-0.2,-0.37,-0.24,-0.25,-0.13
86775,-1.497,-21.309,55.863,0,None,0,0,0,0.06,,,,-0.27,-0.18,-0.34,-0.13,-0.07,,-0.12,0.02,-0.02,-0.26,-0.12,-0.07,-0.22
86796,-0.667,-9.621,-12.271,1,Radial Velocity,4,1.7,1.08,0.32,-2.17,0.33,0.24,0.36,0.36,0.33,0.31,0.28,0.4,0.32,0.28,0.3,0.27,0.41,0.35,0.27
86871,-4.623,-70.217,-110.651,0,None,0,0,0,0.01,,,,0.23,0.11,0.09,0.14,0.11,0.14,0.09,0.13,0.05,0.09,0.1,0.02,
86875,-13.739,-209.435,-63.22,0,None,0,0,0,0,,,,0.09,-0.16,,0.27,,0.32,-0.2,-0.08,-0.04,-0.03,0.1,0.18,
86877,-4.795,-73.192,16.967,0,None,0,0,0,0.24,,0.24,0.12,0.2,0.17,0.16,0.23,0.17,0.26,0.19,0.18,0.22,0.06,0.22,0.26,0.23
86882,-3.035,-46.449,16.292,0,None,0,0,0,0.34,,0.33,0.19,0.27,0.2,0.2,0.24,0.28,,0.21,0.24,0.26,0.23,,0.29,0.19
86906,-6.453,-101.535,20.043,0,None,0,0,0,-0.29,-2.57,-0.34,-0.35,-0.08,-0.11,-0.12,-0.16,-0.12,-0.31,-0.31,-0.41,-0.22,-0.35,-0.2,-0.35,-0.32
86939,-5.613,-91.085,73.587,0,None,0,0,0,-0.48,,,,,-0.1,-0.34,-0.35,-0.31,,-0.47,-0.8,-0.54,,,-0.48,-0.88
86974,-0.439,-7.417,3.904,0,None,0,0,0,0.28,-2.18,0.3,0.19,0.3,0.32,0.34,0.29,0.28,0.36,0.28,0.22,0.26,0.2,0.38,0.31,0.25
86985,-3.451,-58.643,-8.241,0,None,0,0,0,0.16,-0.74,0.19,0.12,0.16,0.23,0.16,0.12,0.17,0.2,0.15,0.11,0.12,0.03,0.25,0.16,0.24
86991,-0.919,-15.697,-30.532,0,None,0,0,0,-0.04,,-0.24,,-0.19,-0.03,-0.09,-0.04,-0.05,,0.03,-0.09,-0.04,,-0.08,-0.03,
87036,-5.974,-105.33,177.354,0,None,0,0,0,-0.45,,-0.1,-0.04,-0.33,-0.14,-0.27,-0.22,-0.11,0,-0.15,-0.11,-0.2,-0.4,-0.11,-0.21,-0.3
87062,-6.137,-112.108,-17.341,0,None,0,0,0,-1.4,-0.74,-0.87,-0.72,-1.69,-1.09,-0.51,-1.28,-1.12,,-1.03,-0.49,-1.45,-1.79,-1.4,-1.5,-0.96
87079,-0.644,-11.924,39.383,0,None,0,0,0,-0.2,-0.59,-0.08,,-0.23,-0.09,-0.25,-0.12,-0.08,-0.01,-0.08,-0.11,-0.22,-0.28,-0.22,-0.14,-0.16
87100,-1.257,-23.536,-47.403,0,None,0,0,0,-0.06,,0.09,,-0.02,,-0.34,-0.02,0,,-0.01,,,,,-0.06,
87116,-1.169,-22.228,-15.025,0,None,0,0,0,0.18,-2.86,0.18,0.12,0.17,0.24,0.23,0.19,0.19,0.26,0.22,0.22,0.19,0.15,0.25,0.2,0.25
87119,-5.271,-100.481,110.129,0,None,0,0,0,-0.52,,-0.39,-0.24,-0.51,-0.23,-0.42,-0.38,-0.33,-0.29,-0.42,-0.56,-0.46,-0.74,-0.42,-0.47,-0.89
87123,-7.034,-134.424,86.27,0,None,0,0,0,-0.09,,-0.07,0.08,-0.21,-0.05,0,-0.19,-0.05,,0.02,-0.06,-0.14,-0.19,,-0.03,-0.03
87124,-3.212,-61.403,59.599,0,None,0,0,0,-0.04,,,,-0.13,-0.09,-0.15,-0.07,0.01,0.09,-0.1,0.03,-0.01,-0.22,-0.06,-0.03,
87135,-2.132,-41.429,32.682,0,None,0,0,0,0.02,-1.3,0.07,0.03,-0.04,0.01,0.05,0.04,-0.04,0.18,0,0.03,-0.03,-0.11,0.09,0.07,-0.03
87145,-2.435,-47.596,68.042,0,None,0,0,0,0.05,,,,-0.03,0.03,-0.01,0.24,0.09,,0.17,,0.22,0.45,1.34,-1.96,
87154,-1.52,-29.935,-53.327,0,None,0,0,0,0.17,,0.27,0.34,0.14,0.24,0.24,0.19,0.18,0.27,0.23,0.19,0.14,0.04,0.27,0.18,0.05
87157,-1.135,-22.418,97.452,0,None,0,0,0,-0.03,,,,-0.1,-0.08,-0.22,-0.06,-0.01,0.18,-0.02,0.07,-0.03,-0.12,-0.02,0.02,0
87158,-3.89,-76.868,28.877,0,None,0,0,0,0.08,-2.01,-0.15,-0.02,0.24,0.14,0.2,0.17,0.08,0.1,0.08,0.11,0.08,0.03,0.1,0.07,0.16
87188,-15.379,-313.64,359.15,0,None,0,0,0,-0.41,,-0.23,0.04,-0.28,-0.18,-0.32,-0.17,-0.25,-0.07,-0.21,-0.15,-0.23,-0.45,-0.13,-0.19,
87194,-2.818,-57.72,27.716,0,None,0,0,0,0.06,-3.16,0.04,0.11,0.31,0.38,0.35,0.23,0.22,0.07,0.18,0.26,0.26,0.17,0.3,0.24,0.16
87204,-2.334,-48.469,36.649,0,None,0,0,0,-0.11,-0.49,,,-0.33,-0.1,-0.37,-0.2,-0.05,0.13,-0.12,-0.04,-0.13,-0.22,-0.1,-0.15,0.01
87224,-4.88,-104.628,3.587,0,None,0,0,0,0.07,-2.76,-0.04,0.01,0.16,0.12,0.28,0.24,0.06,-0.04,0.08,0.04,0.15,0.16,0.26,0.14,-0.1
87234,-0.325,-7.059,30.518,0,None,0,0,0,-0.07,,-0.06,0.11,-0.05,-0.02,-0.07,-0.04,-0.01,0.2,0.03,0.02,-0.01,-0.1,-0.02,-0.08,0.11
87243,-12.426,-272.737,417.649,0,None,0,0,0,-0.18,,-0.12,0.08,-0.23,-0.13,-0.18,-0.19,-0.17,0.04,-0.09,-0.12,-0.24,-0.61,-0.18,-0.25,-0.51
87272,-2.944,-67.103,0.6,0,None,0,0,0,0.16,,0.26,0.15,0.11,0.1,0.09,0.12,0.16,,0.12,0.18,0.13,0.05,,0.16,0.13
87293,-2.266,-52.787,255.28,0,None,0,0,0,-0.23,,0.06,0.18,-0.42,-0.1,-0.27,-0.11,-0.17,-0.04,-0.11,-0.17,-0.38,-0.57,-0.16,-0.23,-0.36
87308,-2.736,-65.157,36.63,0,None,0,0,0,-0.06,-3.44,-0.15,-0.01,0.09,0.12,0.1,0.1,-0.02,-0.02,-0.02,-0.11,-0.01,0,0.11,0,-0.06
87312,-1.124,-26.892,-50.46,0,None,0,0,0,-0.26,,-0.18,-0.15,-0.19,-0.32,-0.34,-0.17,-0.12,-0.02,-0.12,-0.27,-0.27,-0.5,-0.28,-0.27,
87328,-5.658,-138.31,172.426,0,None,0,0,0,-0.29,,-0.3,-0.15,-0.24,-0.1,-0.2,-0.18,-0.12,-0.05,-0.19,-0.12,-0.17,-0.42,-0.16,-0.17,
87330,-0.96,-23.483,-19.945,1,Radial Velocity,1,9.84,0.42,-0.04,,-0.02,0.13,-0.06,-0.09,-0.05,-0.07,-0.02,0.15,0.13,0.19,-0.05,-0.16,0.02,-0.1,-0.28
87350,-1.261,-31.825,-128.299,0,None,0,0,0,-0.02,,,,0.05,-0.01,-0.01,0.13,-0.01,0.07,0.03,0.1,-0.05,0.22,0.11,0.03,
87369,-1.534,-39.579,-20.528,0,None,0,0,0,-0.1,,0,-0.05,-0.1,-0.07,-0.07,-0.07,-0.04,-0.07,-0.02,0,-0.05,-0.16,-0.07,-0.1,0.1
87370,-1.576,-40.7,-17.223,0,None,0,0,0,0.09,-1.79,0.29,,0.2,,-0.07,0.14,0.11,,0.15,,,,,0.11,
87382,-0.97,-25.34,21.333,0,None,0,0,0,0.06,-0.77,0.02,0.11,0,0.02,-0.05,0.02,0.09,0.15,0.06,-0.01,0,-0.1,0.12,0.02,0.09
87393,-2.048,-55.784,-97.328,0,None,0,0,0,0.09,,,,0.57,0.04,0.23,0.23,0.16,0.32,0.11,0.23,0.13,0.48,0.24,0.11,
87428,-4.005,-114.553,-2.475,0,None,0,0,0,-0.18,-2.81,-0.43,-0.49,0.07,-0.05,0.01,0.11,-0.15,-0.33,-0.32,-0.43,-0.1,-0.34,-0.19,-0.18,-0.18
87434,-2.624,-75.279,79.775,0,None,0,0,0,-0.35,,-0.28,-0.21,-0.33,-0.17,-0.33,-0.27,-0.18,-0.12,-0.25,-0.2,-0.22,-0.52,-0.21,-0.25,
87443,-3.331,-96.172,-75.884,0,None,0,0,0,0.01,,,-0.18,-0.14,0,-0.1,-0.03,0,0.07,-0.04,-0.1,-0.07,-0.16,0.06,-0.03,-0.08
87472,-7.345,-219.379,-150.391,0,None,0,0,0,0.01,-3.03,-0.43,-0.35,0.37,0.28,0.18,0.28,0.03,-0.16,-0.11,-0.23,0.1,-0.21,-0.06,-0.01,0.09
87523,-0.736,-23.685,-21.334,0,None,0,0,0,-0.31,-0.77,-0.2,-0.18,-0.19,-0.21,-0.32,-0.25,-0.23,-0.14,-0.24,-0.31,-0.35,-0.58,-0.22,-0.32,-0.34
87530,-3.156,-102.323,234.531,0,None,0,0,0,-0.14,,-0.27,-0.04,-0.28,-0.21,-0.3,-0.15,-0.06,0.02,-0.14,-0.05,-0.08,-0.29,-0.14,-0.14,-0.02
87540,-3.084,-101.792,-19.61,0,None,0,0,0,0.03,-3.12,-0.32,-0.25,0.02,0.09,0.1,0.08,-0.02,-0.07,-0.05,-0.05,-0.04,-0.19,-0.07,-0.07,-0.13
87569,-6.266,-217.23,-151.577,0,None,0,0,0,0.03,-2.44,-0.31,-0.21,0.31,0.06,0.18,0.21,0.16,-0.08,-0.07,-0.11,0.08,-0.1,-0.02,-0.02,-0.06
87579,-0.648,-22.823,8.914,0,None,0,0,0,-0.05,-3.78,-0.01,-0.1,-0.16,-0.12,-0.16,-0.02,0,-0.01,-0.09,-0.04,-0.03,-0.17,0.13,-0.05,-0.11
87585,-0.516,-18.278,28.02,0,None,0,0,0,0.04,-3.44,0.07,0.09,0.18,0.2,0.15,0.32,0.09,0.08,0.11,0.17,0.04,-0.12,0.1,0.14,-0.12
87594,-0.719,-25.759,46.572,0,None,0,0,0,-0.38,,-0.19,0,-0.3,-0.23,-0.41,-0.22,-0.1,0,-0.21,-0.16,-0.17,-0.37,-0.22,-0.18,-0.25
87601,-1.033,-37.435,56.349,1,Radial Velocity,2,0.79,1.12,0.17,,0.14,0.11,0.08,0.17,0.09,0.14,0.16,0.32,0.16,0.21,0.2,0.07,0.19,0.19,0.12
87631,-5.545,-212.572,195.86,0,None,0,0,0,-0.26,,-0.47,-0.24,-0.14,-0.11,-0.25,-0.19,-0.1,-0.04,-0.18,-0.11,-0.14,-0.4,-0.16,-0.16,
87658,-1.767,-70.558,-62.661,0,None,0,0,0,-0.24,,-0.28,,-0.01,0.01,0.16,-0.15,-0.04,0.2,0.21,0.45,-0.09,-0.3,-0.01,-0.17,
87663,-0.387,-15.833,263.364,0,None,0,0,0,-0.21,,-0.26,0.14,-0.22,0.08,-0.15,0.02,-0.16,0.06,-0.02,-0.03,-0.11,-0.33,-0.08,-0.15,
87670,-0.977,-40.305,152.283,0,None,0,0,0,-0.02,,-0.1,-0.1,-0.21,-0.01,-0.1,-0.06,-0.03,0.1,-0.03,0.02,-0.04,-0.23,-0.03,-0.12,-0.18
87678,-1.245,-51.837,-3.137,0,None,0,0,0,0.02,-0.34,0,0.02,-0.07,0.08,-0.1,0.02,0.11,0.19,0.07,0,0.06,-0.2,0.06,-0.01,0.16
87679,-1.033,-43.039,-21.589,0,None,0,0,0,0.15,,0.24,0.28,0.1,0.21,0.12,0.21,0.14,,0.24,0.16,0.19,,0.22,0.22,0.07
87691,-1.033,-44.405,45.284,0,None,0,0,0,0.16,-1.63,0.12,0.09,0.04,0.21,0.15,0.15,0.18,0.31,0.16,0.16,0.12,0.05,0.25,0.22,0.15
87693,-2.674,-116.046,42.872,0,None,0,0,0,-2.04,-1.04,,-1.95,-1.95,-1.67,,-1.87,-1.7,-2.03,-1.7,,-2.14,-2.77,-1.98,-2.02,
87710,-0.949,-43.168,-5.864,0,None,0,0,0,0.53,,0.38,0.21,0.5,0.25,0.29,0.35,0.36,,0.4,0.24,0.31,0.34,,0.47,0.34
87730,-1.379,-65.807,177.136,0,None,0,0,0,-0.34,,-0.21,-0.03,-0.06,-0.09,-0.18,-0.07,-0.02,0.06,-0.06,0.02,-0.02,-0.25,-0.06,-0.09,-0.01
87732,-1.892,-91.445,24.988,0,None,0,0,0,0,,0.17,0.3,0.07,0.15,-0.1,0.1,0.04,,-0.05,-0.08,,-0.2,0.02,0,
87769,-1.041,-56.182,11.743,0,None,0,0,0,0.06,-1.71,0.11,0.01,0.01,0.08,0.03,0.05,0.05,0.1,-0.03,-0.05,0.01,-0.05,0.09,0.02,0.08
87815,-0.549,-34.344,66.293,0,None,0,0,0,0.3,,0.27,-0.01,0.29,0.22,0.2,0.24,0.26,,0.21,0.19,0.23,0.26,,0.33,0.19
87824,-0.625,-39.882,-20.125,0,None,0,0,0,0.26,-0.7,,,0.3,,,0.26,,,0.2,,,,,0.29,
87833,-0.436,-29.449,37.012,0,None,0,0,0,-0.3,,-0.36,-0.17,-0.38,-0.33,-0.39,-0.22,-0.3,-0.24,-0.38,-0.37,-0.42,-0.69,-0.3,-0.36,
87834,-0.573,-39.004,13.137,0,None,0,0,0,0.38,,,,0.27,0.33,0.37,0.29,0.18,,0.29,,0.18,,,0.22,
87841,-0.911,-63.607,-10.092,0,None,0,0,0,0.16,,,-0.06,0.18,0.21,0.12,0.12,0.16,0.32,0.14,0.07,0.15,0.06,0.26,0.16,0.2
87847,-1.723,-123.259,-8.797,0,None,0,0,0,-0.02,-2.66,-0.16,-0.46,,,,0.09,0,-0.09,-0.06,0.03,-0.06,-0.18,-0.08,-0.09,
87860,-1.007,-73.828,6.444,0,None,0,0,0,-0.77,,,,-0.97,,,-0.21,0.51,1.95,1.07,0.78,0.81,0.21,0.86,0.39,1.21
87888,-2.648,-215.023,232.434,0,None,0,0,0,-0.36,,-0.4,-0.17,-0.29,-0.16,-0.32,-0.2,-0.21,-0.07,-0.24,-0.18,-0.23,-0.47,-0.18,-0.22,
87895,-0.357,-29.641,13.195,0,None,0,0,0,0.06,-1.18,,,0.15,0.17,0.11,0.08,0.12,0.34,0.06,0.03,0.1,-0.04,0.18,0.12,0.28
87909,-1.898,-167.648,110.554,0,None,0,0,0,-0.18,,,,,-0.1,-0.19,-0.07,-0.19,,-0.29,-0.41,-0.18,,,-0.28,-0.21
87912,-1.596,-146.72,164.66,0,None,0,0,0,0.05,,0.19,0.3,0.12,0.37,0.08,0.31,0,0.3,0.25,0.24,0.1,0,0.28,0.19,
87913,-1.672,-154.57,218.041,0,None,0,0,0,-0.28,,0.2,0.11,-0.23,0.01,-0.01,-0.03,-0.07,0.1,-0.03,-0.01,-0.24,-0.54,-0.07,-0.12,-0.36
87933,-0.337,-34.512,19.327,0,None,0,0,0,0.1,-1.89,-0.15,0.05,0.22,0.16,0.1,0.16,0.15,0.03,0.07,0.05,0.12,0.05,0.12,0.06,0.06
87937,,,,1,Radial Velocity,1,0.00116,0.16,,,,,,,,,,,,,,,,,
88020,-0.531,-93.947,68.981,0,None,0,0,0,0.12,-2.68,-0.18,-0.03,0.28,0.16,0.22,0.24,0.2,0.16,0.13,0.05,0.18,0.08,0.13,0.1,0.16
88038,-0.41,-87.699,-65.748,0,None,0,0,0,-0.34,-3.2,-0.53,-0.29,-0.2,-0.18,-0.15,-0.22,-0.21,-0.28,-0.25,-0.31,-0.33,-0.55,-0.26,-0.36,-0.37
88041,-0.137,-30.406,-38.398,0,None,0,0,0,-0.03,,-0.15,,0.08,0.05,0.18,-0.01,0.02,0.34,0.29,0.52,0,-0.19,0.1,-0.05,
88048,-0.181,-42.729,-7.36,1,Radial Velocity,2,22.206,2.7,0.17,-2.85,-0.1,0.08,0.56,0.28,0.28,0.31,0.14,0.08,0.22,0.15,0.11,0.37,0.22,0.19,0.22
88053,-0.907,-218.884,447.941,0,None,0,0,0,-0.27,,-0.21,-0.16,-0.38,-0.27,-0.43,-0.27,-0.29,-0.21,-0.42,-0.37,-0.5,-0.73,-0.36,-0.43,-0.67
88102,-0.1,-59.487,179.183,0,None,0,0,0,-0.18,,-0.24,-0.15,-0.16,-0.11,-0.24,-0.19,-0.08,0.03,-0.12,-0.09,-0.13,-0.39,-0.1,-0.18,-0.21
88103,-0.137,-81.241,76.385,0,None,0,0,0,-0.11,,-0.24,-0.1,-0.44,-0.33,-0.37,-0.27,-0.26,-0.18,-0.36,-0.28,-0.32,-0.61,-0.26,-0.31,
88122,-0.037,-134.922,137.304,0,None,0,0,0,-0.29,-3.48,-0.47,-0.35,-0.71,-0.29,-0.55,-0.44,-0.53,-0.47,-0.47,-0.65,-0.7,-1.03,-0.53,-0.68,
88127,0.002,-7.765,44.04,0,None,0,0,0,-0.02,,,,-0.08,-0.03,-0.2,-0.12,0.02,0.19,-0.01,0.04,0.02,-0.16,-0.04,0.01,
88136,0.005,-7.876,44.685,0,None,0,0,0,-0.08,-1.58,0.11,-0.02,-0.07,0.02,-0.17,-0.07,0.01,0.16,-0.02,-0.07,-0.07,-0.2,0.03,-0.03,-0.32
88150,0.1,-86.362,173.606,0,None,0,0,0,-0.4,,0.02,0.14,-0.1,0.06,-0.03,0.08,-0.01,0.16,-0.04,0.06,0.1,-0.13,0.07,0.06,-0.04
88175,0.048,-22.868,-1.475,0,None,0,0,0,-0.07,-0.96,0.38,0.48,-0.04,-0.08,-0.02,-0.07,-0.03,0.16,-0.06,0.37,-0.04,-0.2,0.18,-0.1,0.15
88188,0.055,-21.119,53.771,0,None,0,0,0,0.13,,,,-0.01,0.05,-0.01,0.01,0.01,0.03,0.06,0.24,0.04,-0.14,0.02,0.04,
88194,0.069,-24.497,13.9,2,Radial Velocity,1,0.05078,0.99,-0.04,-2.32,-0.05,-0.09,-0.12,-0.02,-0.05,-0.06,-0.01,0.02,0,-0.12,-0.08,-0.18,-0.04,-0.06,-0.07
88204,0.46,-143.593,24.194,0,None,0,0,0,0.2,,,,0.38,0.23,0.3,0.26,0.13,,0.16,0.1,0.15,,0.34,0.22,
88212,0.558,-153.898,208.963,0,None,0,0,0,-0.19,,-0.16,-0.04,-0.11,-0.02,-0.16,-0.09,-0.07,0.04,-0.12,-0.02,-0.06,-0.3,-0.05,-0.1,
88217,0.184,-44.256,11.936,0,None,0,0,0,0.23,,0.15,0.07,0.1,0.15,0.11,0.12,0.16,0.21,0.12,0.09,0.14,0.04,0.16,0.14,0.22
88232,0.613,-132.792,149.913,0,None,0,0,0,-0.07,,-0.11,0.16,-0.15,-0.04,-0.16,-0.01,-0.13,0.07,-0.14,-0.02,-0.09,-0.29,-0.08,-0.1,
88234,0.504,-106.773,116.129,0,None,0,0,0,-0.04,,-0.15,0.08,-0.03,0.12,-0.06,0.05,-0.08,0.09,-0.16,-0.18,-0.07,-0.17,-0.02,-0.06,-0.01
88250,0.652,-120.239,184.926,0,None,0,0,0,-0.19,,-0.35,-0.19,-0.39,-0.17,-0.31,-0.21,-0.11,-0.11,-0.23,-0.18,-0.22,-0.45,-0.17,-0.22,-0.35
88268,0.356,-53.609,0.098,2,Radial Velocity,1,0.48,1.13,0.25,-0.98,0.17,0.03,0.07,0.16,0.08,0.16,0.2,,0.12,0.16,0.19,0.11,,0.2,0.27
88302,0.566,-66.152,73.176,0,None,0,0,0,-0.17,,-0.24,-0.17,-0.19,-0.06,-0.25,-0.18,-0.09,0.03,-0.13,-0.03,-0.11,-0.3,-0.12,-0.17,
88316,0.195,-20.508,-54.392,0,None,0,0,0,0,,0.03,,0.12,0.15,0.2,0.07,0.04,0.21,0.26,0.45,0.04,-0.07,0.21,0.03,
88324,0.329,-32.791,0.06,0,None,0,0,0,0.09,,,,0.02,0.13,0.11,0.03,0.11,0.19,0.13,0.05,0.1,0.03,0.19,0.08,0.07
88347,1.947,-178.043,167.606,0,None,0,0,0,-0.18,,,,-0.26,-0.06,-0.27,-0.05,-0.26,-0.04,-0.28,-0.18,-0.21,-0.46,-0.12,-0.19,
88348,0.216,-19.721,9.753,1,Radial Velocity,4,0.33855,0.87,0.16,,0.08,0.09,0.06,0.23,0.24,0.17,0.19,0.34,0.26,0.24,0.21,0,0.32,0.19,0.08
88361,0.656,-57.423,64.452,0,None,0,0,0,-0.61,,,,-0.87,-0.74,-0.77,-0.68,-0.66,-0.59,-0.72,-0.64,-0.63,-1.09,-0.55,-0.67,
88365,1.133,-97.988,7.679,0,None,0,0,0,-0.45,,,,-0.48,,,-0.31,,,-0.27,,,,,-0.54,
88414,0.477,-35.056,-19.083,1,Radial Velocity,1,14.3,0,0.32,,1.41,0.41,0.47,0.12,0.35,0.33,0.22,0.71,0.43,0.59,0.35,0.46,0.38,0.37,
88427,1.017,-72.528,52.638,0,None,0,0,0,-0.12,-2.43,0,-0.01,-0.2,,-0.03,-0.14,-0.06,0,0,-0.16,-0.19,-0.35,,-0.15,
88437,2.802,-191.434,294.068,0,None,0,0,0,-0.18,,0.11,0.12,-0.25,-0.03,-0.14,-0.06,-0.17,0.03,-0.14,-0.11,-0.2,-0.4,-0.07,-0.14,-0.29
88451,1.98,-128.582,274.081,0,None,0,0,0,-0.12,,-0.05,0.07,-0.14,-0.14,-0.2,-0.07,-0.14,0.05,-0.15,-0.11,-0.14,-0.4,-0.08,-0.1,-0.17
88471,0.704,-41.458,24.304,0,None,0,0,0,-0.06,,,,-0.11,-0.02,-0.08,-0.1,-0.01,0.12,-0.13,0.01,-0.07,-0.19,0.03,-0.01,-0.02
88485,2.754,-154.496,162.502,0,None,0,0,0,-0.56,,-0.5,-0.36,-0.48,-0.33,-0.52,-0.46,-0.26,-0.31,-0.42,-0.38,-0.44,-0.76,-0.42,-0.43,
88502,1.539,-81.256,-15.666,0,None,0,0,0,0.17,,0.17,-0.02,0.09,0.11,0.04,0.17,0.07,,0.17,0.24,0.12,,0.11,0.16,
88511,0.665,-34.303,3.87,0,None,0,0,0,-0.01,,-0.02,-0.03,-0.04,0.12,0.08,0.03,0.08,0.26,0.01,0.01,0.07,-0.13,0.26,-0.01,-0.02
88518,2.669,-134.046,272.426,0,None,0,0,0,-0.05,,0.09,0.18,-0.2,0.05,0.02,0.06,-0.04,0.14,-0.06,0.02,-0.13,-0.3,0.06,-0.02,-0.31
88531,0.448,-21.799,-36.589,0,None,0,0,0,0.1,,0.27,0.08,0.19,0.11,-0.09,0.14,0.09,,0.15,,-0.05,,,0.12,
88533,0.822,-39.922,33.606,0,None,0,0,0,0.08,,-0.03,0.34,0.01,0.06,-0.08,0.04,0.15,0.26,0.11,0.06,0.13,-0.05,0.05,0.07,0.15
88552,0.859,-40.375,26.5,0,None,0,0,0,0.03,-1.06,,,-0.07,-0.05,-0.1,0.03,-0.01,0.13,-0.01,0.06,0,-0.06,0.12,0.1,-0.01
88583,2.344,-103.581,243.44,0,None,0,0,0,-0.33,,-0.44,-0.18,-0.32,-0.36,-0.43,-0.33,-0.29,-0.23,-0.37,-0.3,-0.4,-0.63,-0.38,-0.38,-0.41
88595,1.259,-53.641,-21.323,1,Radial Velocity,1,19,1.1,0.08,-1.75,0.14,0.14,0.14,0.14,0.05,0.07,0.09,0.16,0.08,0.05,0.09,0.05,0.1,0.1,0.18
88601,0.121,-5.074,0.222,0,None,0,0,0,0.09,-2.7,0.24,-0.03,0.06,0.15,0.1,0.07,0.1,0.1,0.14,0.05,0.08,0.05,0.14,0.06,0.05
88602,3.233,-135.797,158.167,0,None,0,0,0,-0.22,,-0.28,-0.15,-0.15,-0.11,-0.18,-0.12,-0.08,0.03,-0.13,-0.04,-0.08,-0.34,-0.1,-0.11,
88606,2.846,-118.304,151.179,0,None,0,0,0,-0.36,,-0.37,-0.21,-0.34,-0.23,-0.36,-0.28,-0.21,-0.17,-0.3,-0.25,-0.28,-0.56,-0.26,-0.3,
88610,0.616,-25.491,54.886,0,None,0,0,0,0.02,,0.23,0,0.26,0.21,0.17,0.25,0.22,0.4,0.17,0.33,0.26,0.14,0.28,0.24,0.12
88617,,,,1,Radial Velocity,1,10.4,0.82,,,,,,,,,,,,,,,,,
