f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 87678 ,0.02 ,-0.34 ,0.00 ,0.02 ,-0.07 ,0.08 ,-0.10 ,0.02 ,0.11 ,0.19 ,0.07 ,0.00 ,0.06 ,-0.20 ,0.06 ,-0.01 ,0.16 ,268.6242933 ,-3.4624552 ,-1.245 ,-51.837 ,-3.137 ,51.95 ,thin ,F7V ,7.33 ,0.516 ,-9.20 ,-35.60 ,-25.30 ,6433.0 ,4.64 ,1.23 ,1.36 ,
HIP 87679 ,0.15 ,,0.24 ,0.28 ,0.10 ,0.21 ,0.12 ,0.21 ,0.14 ,,0.24 ,0.16 ,0.19 ,,0.22 ,0.22 ,0.07 ,268.6253152 ,-26.6320937 ,-1.033 ,-43.039 ,-21.589 ,48.16 ,thin ,K0V ,8.52 ,0.758 ,13.20 ,-26.40 ,-15.60 ,5497.0 ,4.42 ,0.96 ,1.01 ,
HIP 54922 ,-0.25 ,,,0.15 ,-0.02 ,-0.18 ,0.20 ,-0.32 ,-0.05 ,,0.30 ,0.44 ,-0.09 ,,0.10 ,-0.13 ,,168.7007120 ,-23.1049254 ,-20.772 ,4.150 ,-9.037 ,23.03 ,N/A ,K5V ,9.02 ,1.108 ,,,,4468.0 ,4.57 ,0.70 ,0.72 ,
HIP 87691 ,0.16 ,-1.63 ,0.12 ,0.09 ,0.04 ,0.21 ,0.15 ,0.15 ,0.18 ,0.31 ,0.16 ,0.16 ,0.12 ,0.05 ,0.25 ,0.22 ,0.15 ,268.6669176 ,45.5541328 ,-1.033 ,-44.405 ,45.284 ,63.43 ,thin ,G3IV-V ,7.69 ,0.727 ,-16.90 ,-22.50 ,-26.70 ,5621.0 ,3.99 ,1.00 ,1.83 ,
HIP 54924 ,-0.72 ,,-0.48 ,-0.08 ,-0.69 ,-0.37 ,-0.52 ,-0.48 ,-0.47 ,-0.51 ,-0.44 ,-0.64 ,-0.71 ,-1.01 ,-0.58 ,-0.70 ,-0.70 ,168.7080513 ,-23.6466469 ,-59.120 ,11.805 ,-26.397 ,65.81 ,thick ,G1/2V ,9.04 ,0.594 ,87.70 ,-39.10 ,93.00 ,5905.0 ,4.47 ,1.02 ,0.97 ,
HIP 87693 ,-2.04 ,-1.04 ,,-1.95 ,-1.95 ,-1.67 ,,-1.87 ,-1.70 ,-2.03 ,-1.70 ,,-2.14 ,-2.77 ,-1.98 ,-2.02 ,,268.6801276 ,20.2712346 ,-2.674 ,-116.046 ,42.872 ,123.74 ,N/A ,F0 ,9.77 ,0.442 ,,,,6577.0 ,4.52 ,1.23 ,1.01 ,
HIP 22162 ,0.12 ,,,-0.09 ,-0.10 ,0.08 ,0.05 ,0.04 ,0.07 ,0.17 ,0.04 ,0.03 ,0.04 ,-0.08 ,0.16 ,0.07 ,0.13 ,71.5245111 ,-29.0620624 ,27.345 ,81.841 ,-47.952 ,98.72 ,thin ,G3V ,8.83 ,0.675 ,-65.50 ,-64.40 ,8.20 ,5785.0 ,4.04 ,1.04 ,1.57 ,
2MASS 19475544+4312351 ,-0.50 ,,-0.36 ,-0.20 ,-0.52 ,-0.35 ,-0.41 ,-0.36 ,-0.41 ,,-0.29 ,-0.24 ,-0.53 ,-0.86 ,,-0.48 ,-0.45 ,296.9810024 ,43.2097577 ,161.569 ,-317.356 ,334.530 ,488.60 ,N/A ,,,,,,,5598.0 ,4.54 ,0.95 ,1.15 ,
2MASS 00000971-2519291 ,-0.10 ,,-0.08 ,,-0.32 ,-0.08 ,0.04 ,-0.03 ,-0.10 ,,-0.09 ,0.02 ,-0.14 ,-0.48 ,0.05 ,-0.07 ,,0.0404890 ,-25.3248016 ,265.782 ,0.188 ,-125.775 ,294.04 ,N/A ,,,,,,,5972.6 ,3.77 ,1.18 ,2.34 ,
HIP 87710 ,0.53 ,,0.38 ,0.21 ,0.50 ,0.25 ,0.29 ,0.35 ,0.36 ,,0.40 ,0.24 ,0.31 ,0.34 ,,0.47 ,0.34 ,268.7403016 ,-7.7339466 ,-0.949 ,-43.168 ,-5.864 ,43.58 ,thin ,G8IV ,6.92 ,0.759 ,-63.50 ,-38.80 ,-7.10 ,5744.0 ,4.35 ,0.98 ,1.84 ,
HIP 22176 ,0.23 ,-1.78 ,0.03 ,0.04 ,0.48 ,0.38 ,0.38 ,0.46 ,0.14 ,0.12 ,0.18 ,0.21 ,0.29 ,0.36 ,0.41 ,0.30 ,0.18 ,71.5701123 ,18.7346921 ,30.667 ,92.028 ,32.899 ,102.43 ,thin ,K4III ,5.98 ,1.221 ,-43.30 ,-39.10 ,-7.20 ,4550.0 ,,,12.06 ,
HIP 54952 ,-0.16 ,,,,-0.06 ,-0.12 ,-0.06 ,-0.13 ,-0.03 ,0.06 ,0.02 ,0.23 ,-0.03 ,-0.29 ,-0.04 ,-0.10 ,-0.22 ,168.7995966 ,73.4752049 ,-4.033 ,0.799 ,13.858 ,14.46 ,thin ,K4V ,7.68 ,1.043 ,-28.90 ,1.30 ,-9.10 ,4732.0 ,4.62 ,0.75 ,0.72 ,
HIP 87730 ,-0.34 ,,-0.21 ,-0.03 ,-0.06 ,-0.09 ,-0.18 ,-0.07 ,-0.02 ,0.06 ,-0.06 ,0.02 ,-0.02 ,-0.25 ,-0.06 ,-0.09 ,-0.01 ,268.7998489 ,69.6155463 ,-1.379 ,-65.807 ,177.136 ,188.97 ,thin ,G8III ,6.86 ,0.898 ,28.10 ,6.70 ,-18.80 ,4988.7 ,,,10.75 ,
2MASS 19184452+5024332 ,-0.32 ,,-0.23 ,-0.25 ,-0.39 ,-0.26 ,-0.36 ,-0.27 ,-0.25 ,,-0.31 ,-0.37 ,-0.31 ,-0.53 ,,-0.31 ,-0.36 ,289.6855441 ,50.4092244 ,106.073 ,-296.486 ,380.761 ,494.10 ,N/A ,,,,,,,5795.0 ,4.42 ,1.04 ,1.04 ,
HIP 87732 ,0.00 ,,0.17 ,0.30 ,0.07 ,0.15 ,-0.10 ,0.10 ,0.04 ,,-0.05 ,-0.08 ,,-0.20 ,0.02 ,0.00 ,,268.8145075 ,15.2804014 ,-1.892 ,-91.445 ,24.988 ,94.82 ,thin ,F8 ,7.90 ,0.599 ,58.50 ,5.20 ,-16.30 ,6119.0 ,3.71 ,1.14 ,2.03 ,
HIP 22203 ,0.16 ,-0.98 ,0.12 ,-0.10 ,0.06 ,0.13 ,0.11 ,0.10 ,0.14 ,0.18 ,0.10 ,0.05 ,0.16 ,0.08 ,0.11 ,0.14 ,0.27 ,71.6266068 ,15.4720445 ,14.562 ,43.844 ,12.788 ,47.94 ,thin ,G5 ,8.28 ,0.665 ,-42.50 ,-18.50 ,-1.50 ,5834.0 ,4.45 ,1.03 ,1.01 ,
HIP 22220 ,0.25 ,-2.15 ,-0.05 ,0.03 ,0.50 ,0.31 ,0.32 ,0.31 ,0.33 ,0.26 ,0.27 ,0.23 ,0.32 ,0.24 ,0.28 ,0.27 ,0.32 ,71.6853200 ,40.3125902 ,38.956 ,117.692 ,105.182 ,162.58 ,thin ,G5III ,6.00 ,0.934 ,-44.00 ,-9.50 ,-13.00 ,4920.0 ,2.90 ,,14.02 ,
2MASS 19262470+3858326 ,-0.20 ,,0.13 ,-0.23 ,0.54 ,-0.16 ,,-0.14 ,0.07 ,,,,,0.01 ,,0.03 ,,291.6029824 ,38.9757362 ,103.896 ,-262.371 ,228.318 ,362.99 ,N/A ,,10.10 ,,,,,7100.0 ,3.60 ,1.58 ,2.19 ,
HIP 87769 ,0.06 ,-1.71 ,0.11 ,0.01 ,0.01 ,0.08 ,0.03 ,0.05 ,0.05 ,0.10 ,-0.03 ,-0.05 ,0.01 ,-0.05 ,0.09 ,0.02 ,0.08 ,268.9389590 ,11.8039625 ,-1.041 ,-56.182 ,11.743 ,57.41 ,thin ,G5 ,8.44 ,0.685 ,14.60 ,-1.30 ,-2.90 ,5828.0 ,4.40 ,1.04 ,1.10 ,
2MASS 19192050+4949322 ,-0.11 ,,-0.06 ,-0.09 ,-0.28 ,-0.05 ,-0.24 ,-0.10 ,-0.09 ,,-0.05 ,-0.09 ,-0.09 ,-0.33 ,,-0.10 ,0.01 ,289.8354395 ,49.8256009 ,173.457 ,-480.862 ,605.460 ,792.40 ,N/A ,,,,,,,5541.0 ,4.74 ,0.92 ,1.00 ,
HIP 22240 ,0.01 ,,,,0.25 ,0.03 ,0.10 ,0.13 ,0.08 ,0.16 ,0.08 ,0.13 ,0.03 ,0.01 ,0.09 ,0.01 ,,71.7785966 ,-59.1370871 ,26.395 ,80.179 ,-141.248 ,164.55 ,N/A ,K0III ,6.78 ,1.044 ,,,,4817.0 ,2.59 ,,11.35 ,
2MASS 23123773-2240261 ,0.07 ,-3.19 ,,,-0.20 ,-0.11 ,-0.09 ,-0.09 ,-0.10 ,-0.02 ,-0.01 ,-0.05 ,-0.10 ,-0.30 ,-0.12 ,-0.14 ,,348.1572368 ,-22.6739649 ,179.015 ,-37.538 ,-76.415 ,198.23 ,N/A ,,,,,,,5390.6 ,4.58 ,0.55 ,0.73 ,
HIP 55013 ,-0.41 ,-1.58 ,-0.32 ,-0.30 ,-0.35 ,-0.30 ,-0.35 ,-0.36 ,-0.34 ,-0.30 ,-0.27 ,-0.39 ,-0.40 ,-0.58 ,-0.38 ,-0.41 ,-0.35 ,168.9542370 ,-39.3235046 ,-20.564 ,4.014 ,-17.164 ,27.09 ,thin ,G1V ,7.37 ,0.626 ,-21.20 ,-43.30 ,28.30 ,5871.0 ,4.57 ,1.02 ,0.87 ,
HIP 22246 ,-0.17 ,,,,-0.31 ,0.07 ,-0.02 ,-0.11 ,-0.30 ,,-0.21 ,-0.18 ,-0.44 ,,,-0.36 ,,71.8265517 ,45.9862553 ,15.980 ,48.678 ,53.029 ,73.74 ,N/A ,G8:V: ,10.12 ,0.800 ,,,,5200.0 ,4.50 ,0.88 ,0.81 ,
HIP 55016 ,-0.10 ,,,,,,,0.09 ,-0.35 ,-0.08 ,-0.27 ,,-0.09 ,,-0.05 ,-0.04 ,,168.9661671 ,13.3075653 ,-106.080 ,20.685 ,25.564 ,111.06 ,thin ,K2III ,5.31 ,1.189 ,-2.70 ,-11.50 ,10.70 ,4405.7 ,,,19.44 ,
HIP 55022 ,-0.90 ,-2.12 ,-1.02 ,-0.61 ,-0.74 ,-0.48 ,-0.93 ,-0.54 ,-0.58 ,,-0.73 ,,-1.00 ,,,-0.88 ,,168.9759562 ,2.0866914 ,-97.766 ,19.046 ,3.629 ,99.67 ,thick ,F0V ,9.21 ,0.425 ,87.80 ,0.20 ,87.60 ,6615.0 ,4.53 ,1.29 ,1.03 ,
2MASS 19421779+4248231 ,0.04 ,,-0.03 ,-0.10 ,-0.19 ,0.02 ,-0.11 ,0.03 ,0.07 ,,0.04 ,0.06 ,0.04 ,-0.14 ,,-0.01 ,0.14 ,295.5741790 ,42.8064362 ,88.298 ,-184.505 ,189.453 ,278.80 ,N/A ,,,,,,,5512.0 ,4.61 ,0.94 ,0.92 ,
HIP 22263 ,0.05 ,-0.91 ,-0.02 ,0.00 ,-0.10 ,0.03 ,-0.05 ,-0.01 ,0.07 ,0.06 ,0.04 ,-0.01 ,0.04 ,-0.15 ,0.01 ,-0.03 ,0.16 ,71.9012154 ,-16.9344557 ,3.920 ,11.995 ,-3.842 ,13.19 ,thin ,G1.5VCH-0.5 ,5.50 ,0.632 ,-24.80 ,-9.10 ,-3.70 ,5870.0 ,4.54 ,1.05 ,0.96 ,
2MASS 19340034+4821592 ,0.17 ,,0.25 ,0.09 ,0.17 ,0.17 ,,0.11 ,0.16 ,,0.07 ,0.01 ,0.08 ,,,0.09 ,,293.5014747 ,48.3664707 ,84.876 ,-195.187 ,239.448 ,320.37 ,N/A ,,9.88 ,,,,,6214.0 ,3.82 ,1.18 ,2.69 ,
HIP 22278 ,0.19 ,,,-0.09 ,0.02 ,0.15 ,0.10 ,0.15 ,0.14 ,0.26 ,0.13 ,0.08 ,0.15 ,0.07 ,0.26 ,0.17 ,0.07 ,71.9531905 ,-58.3613695 ,11.229 ,34.464 ,-58.830 ,69.10 ,thin ,G5V ,8.53 ,0.660 ,-19.80 ,-15.40 ,-16.80 ,5852.0 ,4.25 ,1.04 ,1.26 ,
HIP 87815 ,0.30 ,,0.27 ,-0.01 ,0.29 ,0.22 ,0.20 ,0.24 ,0.26 ,,0.21 ,0.19 ,0.23 ,0.26 ,,0.33 ,0.19 ,269.0837455 ,62.6100668 ,-0.549 ,-34.344 ,66.293 ,74.66 ,thin ,K0 ,7.72 ,0.710 ,-34.10 ,-22.50 ,10.80 ,5783.0 ,4.19 ,1.04 ,2.12 ,
BD+46 2729 ,-0.04 ,-0.48 ,-0.05 ,-0.14 ,-0.12 ,0.02 ,,-0.09 ,-0.02 ,,-0.13 ,-0.11 ,-0.12 ,,,-0.15 ,,293.7715251 ,46.9748662 ,47.482 ,-107.802 ,126.209 ,172.64 ,N/A ,,9.81 ,,,,,6340.0 ,4.31 ,1.24 ,1.37 ,
HIP 22288 ,-0.10 ,,-0.42 ,,-0.05 ,-0.20 ,-0.04 ,-0.20 ,-0.14 ,0.36 ,0.12 ,0.35 ,-0.10 ,-0.42 ,-0.08 ,-0.14 ,,72.0047564 ,-10.9336461 ,8.031 ,24.723 ,-5.022 ,26.48 ,thin ,K5Vk ,9.43 ,1.135 ,-13.90 ,-26.40 ,-11.70 ,4662.0 ,4.57 ,0.74 ,0.60 ,
HIP 87824 ,0.26 ,-0.70 ,,,0.30 ,,,0.26 ,,,0.20 ,,,,,0.29 ,,269.1018043 ,-26.7733912 ,-0.625 ,-39.882 ,-20.125 ,44.68 ,thin ,G2/3V ,7.39 ,0.614 ,-37.30 ,-18.80 ,-5.30 ,6096.0 ,4.44 ,1.13 ,1.24 ,
HIP 87833 ,-0.30 ,,-0.36 ,-0.17 ,-0.38 ,-0.33 ,-0.39 ,-0.22 ,-0.30 ,-0.24 ,-0.38 ,-0.37 ,-0.42 ,-0.69 ,-0.30 ,-0.36 ,,269.1515410 ,51.4888960 ,-0.436 ,-29.449 ,37.012 ,47.30 ,thin ,K5III ,2.23 ,1.521 ,0.50 ,-25.50 ,-12.60 ,4271.0 ,1.55 ,,,
HD 10351 ,-0.17 ,-0.85 ,-0.27 ,,-0.19 ,-0.09 ,-0.18 ,-0.21 ,-0.17 ,-0.03 ,-0.16 ,-0.38 ,-0.28 ,-0.45 ,,-0.21 ,-0.36 ,25.3237027 ,10.1177418 ,71.797 ,33.974 ,14.174 ,80.68 ,N/A ,,,,,,,5966.7 ,4.43 ,1.14 ,1.08 ,
HIP 87834 ,0.38 ,,,,0.27 ,0.33 ,0.37 ,0.29 ,0.18 ,,0.29 ,,0.18 ,,,0.22 ,,269.1581156 ,18.6124296 ,-0.573 ,-39.004 ,13.137 ,41.16 ,thin ,K0 ,6.55 ,1.002 ,-22.80 ,1.20 ,-45.00 ,4836.4 ,,,2.90 ,
HIP 87841 ,0.16 ,,,-0.06 ,0.18 ,0.21 ,0.12 ,0.12 ,0.16 ,0.32 ,0.14 ,0.07 ,0.15 ,0.06 ,0.26 ,0.16 ,0.20 ,269.1796742 ,-9.0148064 ,-0.911 ,-63.607 ,-10.092 ,64.41 ,thin ,G3V ,8.60 ,0.692 ,9.50 ,-20.60 ,-14.20 ,5960.0 ,4.41 ,1.08 ,1.07 ,
HIP 55076 ,0.26 ,,0.26 ,0.26 ,0.23 ,0.18 ,0.17 ,0.22 ,0.26 ,,0.21 ,0.16 ,0.24 ,0.21 ,,0.32 ,0.29 ,169.1369302 ,69.2179543 ,-30.255 ,5.806 ,81.176 ,86.83 ,thin ,G0 ,8.22 ,0.611 ,-15.20 ,-21.70 ,-6.00 ,6076.0 ,4.05 ,1.12 ,1.65 ,
HIP 87847 ,-0.02 ,-2.66 ,-0.16 ,-0.46 ,,,,0.09 ,0.00 ,-0.09 ,-0.06 ,0.03 ,-0.06 ,-0.18 ,-0.08 ,-0.09 ,,269.1989338 ,-4.0818216 ,-1.723 ,-123.259 ,-8.797 ,123.58 ,thin ,K2IIICNIb/II ,5.44 ,1.162 ,-29.70 ,-18.80 ,-5.70 ,4800.0 ,2.80 ,,16.41 ,
HIP 22319 ,0.02 ,,-0.17 ,-0.06 ,-0.16 ,-0.12 ,-0.09 ,-0.11 ,-0.06 ,0.13 ,-0.04 ,-0.03 ,-0.11 ,-0.22 ,-0.11 ,-0.12 ,0.06 ,72.1152288 ,2.7153345 ,15.439 ,47.845 ,2.384 ,50.33 ,thin ,G8IV/V ,6.52 ,0.846 ,-44.20 ,3.90 ,-7.80 ,5242.0 ,,,3.04 ,
HIP 22320 ,0.17 ,,0.19 ,0.15 ,0.16 ,0.18 ,0.25 ,0.16 ,0.16 ,0.24 ,0.28 ,0.23 ,0.17 ,0.17 ,0.22 ,0.22 ,,72.1186891 ,-28.4192949 ,15.588 ,48.314 ,-27.471 ,57.72 ,thin ,G8/K0V ,9.11 ,0.795 ,-58.90 ,-70.90 ,11.00 ,5432.0 ,4.45 ,0.92 ,0.91 ,
HIP 87860 ,-0.77 ,,,,-0.97 ,,,-0.21 ,0.51 ,1.95 ,1.07 ,0.78 ,0.81 ,0.21 ,0.86 ,0.39 ,1.21 ,269.2183765 ,4.9875906 ,-1.007 ,-73.828 ,6.444 ,74.12 ,thin ,F5V ,7.58 ,0.449 ,-51.10 ,6.60 ,-15.60 ,6358.0 ,4.05 ,1.24 ,1.65 ,
HIP 22325 ,0.18 ,,,-0.10 ,0.12 ,0.20 ,0.13 ,0.16 ,0.21 ,0.52 ,0.24 ,0.24 ,0.17 ,-0.04 ,0.33 ,0.14 ,0.36 ,72.1355568 ,-16.3294865 ,12.269 ,38.067 ,-11.718 ,41.68 ,thin ,F8V ,5.76 ,0.537 ,-28.40 ,-11.70 ,-15.40 ,6497.0 ,4.36 ,1.21 ,2.29 ,
HD 144589 ,-0.04 ,-1.46 ,0.02 ,-0.01 ,0.12 ,-0.13 ,-0.17 ,0.02 ,0.06 ,0.10 ,0.13 ,0.03 ,-0.06 ,-0.22 ,0.02 ,-0.07 ,,241.9117374 ,-29.9624657 ,-92.346 ,-173.034 ,-113.067 ,226.39 ,N/A ,,9.80 ,,,,,6372.0 ,4.28 ,1.24 ,2.23 ,
HIP 22336 ,0.25 ,-0.50 ,0.17 ,0.11 ,0.20 ,0.29 ,0.29 ,0.24 ,0.28 ,0.34 ,0.23 ,0.22 ,0.23 ,0.13 ,0.34 ,0.27 ,0.29 ,72.1516045 ,-5.6740438 ,8.050 ,25.001 ,-2.610 ,26.39 ,thin ,G2IV ,5.77 ,0.631 ,-52.20 ,-72.60 ,-21.40 ,5963.0 ,4.24 ,1.22 ,1.64 ,
HIP 22339 ,0.02 ,,-0.19 ,-0.14 ,-0.16 ,-0.07 ,-0.07 ,-0.20 ,-0.01 ,,-0.02 ,-0.07 ,-0.04 ,-0.02 ,,0.03 ,0.14 ,72.1601645 ,58.3897321 ,22.838 ,70.964 ,121.128 ,142.23 ,thin ,K0III ,7.67 ,1.035 ,12.30 ,-34.60 ,-31.50 ,4773.0 ,2.95 ,,6.96 ,
HIP 55108 ,0.18 ,,0.15 ,0.14 ,0.06 ,0.18 ,0.12 ,0.17 ,0.14 ,,0.15 ,0.10 ,0.16 ,,0.17 ,0.20 ,,169.2447297 ,-46.5326020 ,-57.882 ,10.995 ,-62.156 ,85.64 ,thin ,G5 ,8.49 ,0.694 ,8.90 ,-46.20 ,-9.00 ,5754.0 ,4.03 ,1.02 ,1.62 ,
2MASS 07305952-8419275 ,0.11 ,,,,0.10 ,0.04 ,0.11 ,0.06 ,0.13 ,,0.06 ,,0.09 ,,,0.03 ,,112.7476769 ,-84.3243579 ,-2.629 ,6.270 ,-68.410 ,68.75 ,N/A ,,,,,,,5080.5 ,4.51 ,0.89 ,0.87 ,
2MASS 19383952+3947017 ,-0.05 ,,-0.17 ,-0.25 ,-0.17 ,-0.05 ,-0.18 ,-0.01 ,0.01 ,,-0.09 ,-0.03 ,-0.07 ,-0.17 ,,-0.11 ,0.15 ,294.6647090 ,39.7838260 ,155.295 ,-338.185 ,309.874 ,484.26 ,N/A ,,,,,,,4835.0 ,4.63 ,0.77 ,0.79 ,
HIP 22349 ,-0.32 ,-2.63 ,,-0.02 ,-0.38 ,-0.12 ,-0.20 ,-0.22 ,-0.22 ,-0.05 ,-0.17 ,-0.29 ,-0.35 ,-0.50 ,-0.10 ,-0.32 ,-0.43 ,72.1755798 ,18.7094390 ,9.075 ,28.224 ,10.040 ,31.30 ,thin ,G2V ,6.95 ,0.618 ,-46.40 ,-60.30 ,-25.80 ,5929.0 ,4.29 ,1.03 ,1.20 ,
HIP 87888 ,-0.36 ,,-0.40 ,-0.17 ,-0.29 ,-0.16 ,-0.32 ,-0.20 ,-0.21 ,-0.07 ,-0.24 ,-0.18 ,-0.23 ,-0.47 ,-0.18 ,-0.22 ,,269.2943826 ,47.2261866 ,-2.648 ,-215.023 ,232.434 ,316.65 ,thin ,K0 ,7.68 ,1.221 ,-1.00 ,-19.20 ,-12.60 ,4562.1 ,,,17.74 ,
HIP 87895 ,0.06 ,-1.18 ,,,0.15 ,0.17 ,0.11 ,0.08 ,0.12 ,0.34 ,0.06 ,0.03 ,0.10 ,-0.04 ,0.18 ,0.12 ,0.28 ,269.3097466 ,23.9957355 ,-0.357 ,-29.641 ,13.195 ,32.45 ,thin ,G2V ,6.32 ,0.642 ,-27.50 ,-19.40 ,-7.00 ,5841.0 ,,,,
HIP 55132 ,-0.05 ,,-0.26 ,,0.18 ,-0.10 ,0.16 ,-0.09 ,0.05 ,0.71 ,0.36 ,0.61 ,0.04 ,-0.21 ,0.14 ,-0.01 ,,169.3069333 ,-1.9818542 ,-32.623 ,6.160 ,-1.149 ,33.22 ,thin ,K5V ,9.88 ,1.161 ,-70.20 ,-31.90 ,-26.70 ,4526.0 ,4.56 ,0.76 ,0.63 ,
HIP 87909 ,-0.18 ,,,,,-0.10 ,-0.19 ,-0.07 ,-0.19 ,,-0.29 ,-0.41 ,-0.18 ,,,-0.28 ,-0.21 ,269.3512930 ,33.4008362 ,-1.898 ,-167.648 ,110.554 ,200.83 ,thin ,K0 ,6.88 ,0.911 ,13.40 ,-3.10 ,-20.00 ,5102.0 ,2.78 ,,10.86 ,
HIP 87912 ,0.05 ,,0.19 ,0.30 ,0.12 ,0.37 ,0.08 ,0.31 ,0.00 ,0.30 ,0.25 ,0.24 ,0.10 ,0.00 ,0.28 ,0.19 ,,269.3766025 ,48.2956054 ,-1.596 ,-146.720 ,164.660 ,220.55 ,thin ,K2 ,7.77 ,1.276 ,-8.70 ,-24.20 ,-13.40 ,4467.8 ,,,11.45 ,
HIP 87913 ,-0.28 ,,0.20 ,0.11 ,-0.23 ,0.01 ,-0.01 ,-0.03 ,-0.07 ,0.10 ,-0.03 ,-0.01 ,-0.24 ,-0.54 ,-0.07 ,-0.12 ,-0.36 ,269.3803632 ,54.6655111 ,-1.672 ,-154.570 ,218.041 ,267.28 ,thin ,K5.P;V ,7.37 ,1.497 ,20.20 ,-28.40 ,2.70 ,4411.9 ,,,25.46 ,
HIP 22380 ,0.25 ,,,,0.06 ,-0.03 ,0.06 ,0.16 ,0.17 ,,0.14 ,0.21 ,0.19 ,0.16 ,0.15 ,0.16 ,,72.2646734 ,18.6412472 ,13.145 ,41.102 ,14.557 ,45.54 ,thin ,K0 ,8.95 ,0.833 ,-42.20 ,-19.10 ,-2.10 ,5300.0 ,4.60 ,0.91 ,0.86 ,
HIP 22393 ,-0.14 ,,,,0.09 ,,0.21 ,0.34 ,0.01 ,0.15 ,-0.01 ,0.31 ,-0.06 ,-0.31 ,0.06 ,0.07 ,0.08 ,72.3035300 ,31.4373744 ,18.756 ,58.784 ,37.720 ,72.32 ,thin ,K2III ,5.58 ,1.132 ,-24.10 ,-24.70 ,-19.60 ,4540.0 ,2.60 ,,9.38 ,
HIP 22395 ,0.10 ,,,0.01 ,-0.03 ,0.07 ,-0.04 ,0.04 ,0.12 ,0.18 ,0.04 ,0.04 ,0.08 ,0.00 ,0.16 ,0.08 ,0.06 ,72.3055101 ,-31.4265536 ,11.004 ,34.491 ,-22.122 ,42.43 ,thin ,G5V ,7.90 ,0.676 ,-6.30 ,-23.30 ,10.00 ,5789.0 ,4.43 ,1.04 ,1.04 ,
HIP 87933 ,0.10 ,-1.89 ,-0.15 ,0.05 ,0.22 ,0.16 ,0.10 ,0.16 ,0.15 ,0.03 ,0.07 ,0.05 ,0.12 ,0.05 ,0.12 ,0.06 ,0.06 ,269.4411903 ,29.2478794 ,-0.337 ,-34.512 ,19.327 ,39.56 ,thin ,G8.5III ,3.70 ,0.935 ,1.50 ,5.30 ,-16.00 ,5220.0 ,3.28 ,,9.30 ,
2MASS 19063911+4724493 ,-0.16 ,,-0.20 ,-0.29 ,-0.37 ,-0.17 ,-0.22 ,-0.14 ,-0.10 ,,-0.17 ,-0.12 ,-0.16 ,-0.34 ,,-0.18 ,-0.22 ,286.6629513 ,47.4137190 ,66.858 ,-223.373 ,253.685 ,344.56 ,N/A ,,,,,,,5025.0 ,4.67 ,0.80 ,0.74 ,
HIP 55174 ,0.14 ,,-0.13 ,-0.12 ,0.03 ,0.05 ,0.01 ,0.01 ,0.03 ,0.06 ,0.06 ,0.14 ,0.01 ,0.10 ,0.19 ,0.08 ,0.18 ,169.4481378 ,-23.9754158 ,-101.041 ,18.821 ,-45.707 ,112.48 ,thin ,K0III/IV ,8.03 ,0.962 ,-67.60 ,-24.80 ,-42.90 ,5063.0 ,3.58 ,1.71 ,3.85 ,
2MASS 19514564+4016430 ,-0.20 ,,-0.12 ,-0.18 ,-0.43 ,-0.18 ,-0.28 ,-0.17 ,-0.16 ,,-0.19 ,-0.21 ,-0.16 ,-0.46 ,,-0.25 ,-0.13 ,297.9401632 ,40.2786287 ,140.125 ,-264.201 ,253.430 ,392.00 ,N/A ,,,,,,,6105.0 ,4.35 ,1.16 ,1.09 ,
HIP 55189 ,-0.82 ,-1.16 ,-0.65 ,,-0.68 ,-0.55 ,-0.86 ,-0.60 ,-0.56 ,-0.46 ,-0.52 ,-0.73 ,-0.82 ,-1.20 ,-0.63 ,-0.80 ,,169.4924172 ,-36.5965998 ,-42.459 ,7.875 ,-32.067 ,53.79 ,thin ,F6V ,8.30 ,0.536 ,-31.50 ,-4.60 ,-54.90 ,6147.0 ,4.49 ,1.12 ,0.99 ,
HIP 22422 ,0.28 ,,,,0.02 ,0.08 ,0.03 ,0.13 ,0.14 ,,0.05 ,0.12 ,0.14 ,-0.02 ,0.12 ,0.17 ,,72.3838540 ,15.8887430 ,14.078 ,44.336 ,13.241 ,48.37 ,thin ,F9V ,7.74 ,0.578 ,-42.00 ,-19.10 ,-0.50 ,6100.0 ,4.40 ,1.12 ,1.16 ,
HIP 22429 ,0.30 ,,0.29 ,0.08 ,0.34 ,0.22 ,0.20 ,0.26 ,0.26 ,,0.25 ,0.21 ,0.26 ,0.25 ,,0.33 ,0.22 ,72.3889456 ,53.3657098 ,12.187 ,38.392 ,54.168 ,67.50 ,thin ,F8 ,8.21 ,0.611 ,-19.00 ,-20.30 ,2.60 ,6074.0 ,4.37 ,1.11 ,1.31 ,
2MASS 19012375+4533222 ,-0.05 ,,-0.41 ,-0.46 ,-0.16 ,0.02 ,-0.15 ,-0.11 ,-0.03 ,,0.00 ,0.04 ,0.06 ,-0.10 ,,0.02 ,-0.18 ,285.3490179 ,45.5561847 ,203.953 ,-743.027 ,785.617 ,1100.40 ,N/A ,,,,,,,5240.0 ,4.45 ,0.83 ,0.78 ,
