HIP,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk,Exo,Multi,discoverymethod,MaxPMass,StarMass
75104,0.15,,0.04,0.25,-0.02,0.06,-0.17,0.11,0.2,,0.12,0.07,0.16,-0.1,,0.07,0.23,-24.924,-29.924,23.846,thin ,0.0,0.0,None,0.0,0.0
75106,-0.12,,-0.33,-0.26,-0.39,-0.19,-0.21,-0.35,-0.12,,-0.13,-0.2,-0.18,-0.22,,-0.12,-0.04,-114.894,-137.981,24.221,thin ,0.0,0.0,None,0.0,0.0
75119,-0.04,-3.32,-0.19,-0.16,0.26,0.37,0.39,0.33,0.11,0.06,0.11,0.19,0.16,-0.03,0.14,0.15,-0.12,-47.701,-57.371,0.932,thin ,0.0,0.0,None,0.0,0.0
75127,0.21,-2.83,0.0,0.03,0.56,0.43,0.45,0.51,0.32,0.28,0.28,0.27,0.36,0.27,0.35,0.35,0.29,-63.037,-75.88,-10.064,thin ,0.0,0.0,None,0.0,0.0
75132,0.2,,,,0.69,0.22,0.3,0.32,0.25,0.49,0.32,0.5,0.21,0.06,0.4,0.28,,-25.127,-30.254,18.815,thin ,0.0,0.0,None,0.0,0.0
75140,0.2,,0.29,,0.22,0.22,0.14,0.14,0.24,,0.17,,0.06,,,0.34,,-61.655,-74.348,23.219,thin ,0.0,0.0,None,0.0,0.0
75158,0.19,,0.08,0.18,0.2,0.12,0.03,0.17,0.2,,0.18,0.07,0.17,0.04,,0.19,0.34,-42.202,-50.989,-7.924,thin ,0.0,0.0,None,0.0,0.0
75206,0.1,-0.72,0.18,0.18,0.11,0.18,0.11,0.11,0.15,,0.13,,0.15,,,0.1,0.23,-14.895,-18.091,-25.96,thin ,0.0,0.0,None,0.0,0.0
75214,-0.57,,-0.6,-0.33,-0.64,-0.2,-0.36,-0.28,-0.49,-0.48,-0.36,-0.56,-0.64,-0.9,0.27,-1.52,,-71.088,-86.395,471.107,N/A ,0.0,0.0,None,0.0,0.0
75236,0.06,,-0.05,0.12,-0.03,0.07,0.07,0.07,0.1,,0.12,0.06,0.06,,0.04,0.09,,-25.232,-30.729,-81.989,thin ,0.0,0.0,None,0.0,0.0
75253,0.14,,0.29,0.2,0.39,0.21,0.26,0.19,0.16,0.46,0.27,0.54,0.18,0.17,0.33,0.24,0.1,-13.736,-16.753,-4.078,thin ,0.0,0.0,None,0.0,0.0
75260,0.06,,0.07,0.13,-0.06,0.17,-0.07,0.05,-0.06,0.11,-0.01,0.04,-0.06,-0.21,0.07,0.02,,-36.622,-44.68,115.072,thin ,0.0,0.0,None,0.0,0.0
75263,-1.33,,,,-1.71,-1.12,,-1.25,-1.13,,-1.07,-1.08,-1.49,-1.84,,-1.51,,-226.608,-276.535,7.894,N/A ,0.0,0.0,None,0.0,0.0
75266,0.32,,0.32,0.32,0.25,0.22,0.18,0.29,0.16,0.3,0.2,0.04,0.15,0.22,0.35,0.29,-0.18,-16.452,-20.085,0.643,thin ,0.0,0.0,None,0.0,0.0
75277,-0.02,,-0.1,-0.11,-0.17,-0.09,-0.18,-0.08,-0.04,,-0.05,-0.02,-0.08,-0.25,,-0.11,-0.03,-11.801,-14.416,6.385,thin ,0.0,0.0,None,0.0,0.0
75281,-0.25,-2.27,0.06,0.15,-0.29,-0.14,-0.18,-0.09,-0.19,,-0.04,-0.22,-0.29,-0.67,-0.24,-0.23,-0.26,-29.538,-36.11,11.085,thin ,1.0,1.0,Radial Velocity,0.84,0.88
75292,-0.25,,-0.3,-0.13,-0.21,-0.1,-0.23,-0.17,-0.11,-0.05,-0.18,-0.12,-0.15,-0.41,-0.15,-0.17,,-54.212,-66.363,169.128,thin ,0.0,0.0,None,0.0,0.0
75312,0.0,,,,-0.07,0.1,-0.04,0.01,0.08,0.3,0.02,-0.11,-0.01,-0.16,0.06,-0.05,0.1,-9.747,-11.952,9.008,thin ,0.0,0.0,None,0.0,0.0
75363,-0.07,,-0.04,-0.04,-0.15,-0.02,-0.03,-0.07,-0.02,-0.06,0.01,-0.05,-0.06,-0.18,-0.1,-0.1,-0.06,-15.076,-18.624,-12.37,thin ,0.0,0.0,None,0.0,0.0
75379,0.01,-0.36,0.02,-0.05,-0.06,0.05,-0.12,0.04,-0.04,,0.11,,0.01,,0.22,-0.03,0.23,-19.23,-23.789,-5.571,thin ,0.0,0.0,None,0.0,0.0
75387,-0.26,,-0.25,,-0.2,-0.19,-0.2,-0.24,-0.22,-0.12,-0.05,0.12,-0.25,-0.48,-0.26,-0.3,,-33.004,-40.86,-5.156,N/A ,0.0,0.0,None,0.0,0.0
75390,-0.14,,-0.08,0.08,-0.24,-0.06,-0.05,-0.19,-0.1,,-0.01,-0.08,-0.19,-0.27,,-0.07,-0.08,-51.324,-63.555,64.256,thin ,0.0,0.0,None,0.0,0.0
75398,-0.18,,-0.25,,-0.1,-0.16,-0.08,-0.2,-0.04,0.35,0.14,0.39,-0.09,-0.38,-0.07,-0.19,,-26.492,-32.819,-15.134,N/A ,0.0,0.0,None,0.0,0.0
75407,-0.45,-1.15,,,-0.5,-0.19,-0.41,-0.31,-0.28,-0.14,-0.25,-0.3,-0.42,-0.66,-0.31,-0.39,-0.26,-3.49,-4.328,39.039,thin ,0.0,0.0,None,0.0,0.0
75411,-0.05,,0.12,0.03,0.25,-0.01,,0.03,0.07,0.23,0.08,0.3,-0.22,0.09,0.37,0.02,0.22,-17.759,-22.027,21.615,thin ,0.0,0.0,None,0.0,0.0
75426,0.0,,-0.11,,0.04,-0.08,0.02,-0.02,0.03,0.26,0.15,0.42,-0.03,-0.22,0.05,-0.04,,-25.075,-31.13,-4.947,N/A ,0.0,0.0,None,0.0,0.0
75458,0.16,-2.94,-0.02,0.23,0.34,0.2,0.37,0.37,0.04,0.14,0.19,0.3,0.08,0.47,0.34,0.18,-0.04,-10.217,-12.722,27.119,thin ,1.0,2.0,Radial Velocity,8.82,1.05
75470,-0.24,,-0.3,-0.07,-0.1,-0.05,-0.14,-0.14,-0.09,0.03,-0.12,-0.05,-0.08,-0.3,-0.06,-0.11,,-128.624,-160.327,300.315,thin ,0.0,0.0,None,0.0,0.0
75487,-0.62,,,-0.55,-0.66,-0.44,-0.89,-0.59,-0.55,-0.41,-0.56,,-0.69,-0.81,,-0.69,-0.78,-53.116,-66.313,-16.5,thin ,0.0,0.0,None,0.0,0.0
75513,-0.13,,-0.37,-0.12,-0.13,-0.05,0.06,0.05,-0.22,-0.28,-0.08,-0.23,-0.24,-0.36,1.32,-1.99,,-52.007,-65.156,208.706,N/A ,0.0,0.0,None,0.0,0.0
75535,0.44,,0.36,0.23,0.47,0.32,0.35,0.38,0.38,0.56,0.34,0.32,0.37,0.34,0.44,0.42,0.48,-25.201,-31.651,14.312,thin ,0.0,0.0,None,0.0,0.0
75539,-0.3,,-0.38,-0.08,-0.28,-0.18,-0.22,-0.2,-0.24,-0.3,-0.26,-0.3,-0.33,-0.57,0.45,-1.24,,-47.654,-59.879,226.607,N/A ,0.0,0.0,None,0.0,0.0
75565,-0.31,,,,-0.24,0.02,-0.04,-0.1,-0.12,-0.09,0.0,-0.07,-0.27,-0.69,-0.09,-0.25,,-23.057,-29.05,-93.242,thin ,0.0,0.0,None,0.0,0.0
75568,0.15,,0.12,0.01,0.06,0.16,,0.17,0.1,,0.14,0.05,0.11,,0.11,0.16,,-34.612,-43.612,-51.67,N/A ,0.0,0.0,None,0.0,0.0
75581,-0.83,,-0.71,-0.32,-0.85,-0.44,-0.69,-0.57,-0.71,-0.48,-0.55,-0.74,-0.83,-1.16,-0.58,-0.78,,-182.908,-230.915,377.759,N/A ,0.0,0.0,None,0.0,0.0
75607,0.19,,,,,0.09,0.04,-0.1,0.16,,0.36,0.3,0.23,,,0.2,-0.04,-158.7,-201.02,-93.244,N/A ,0.0,0.0,None,0.0,0.0
75634,-0.38,,-0.33,-0.14,-0.35,-0.2,-0.35,-0.29,-0.2,-0.18,-0.31,-0.24,-0.29,-0.54,-0.25,-0.29,,-9.381,-11.918,167.48,thin ,0.0,0.0,None,0.0,0.0
75676,-0.05,-2.21,0.11,-0.16,-0.2,-0.1,-0.21,-0.13,-0.09,-0.16,-0.08,-0.12,-0.13,-0.26,-0.19,-0.12,0.81,-14.695,-18.753,22.125,thin ,0.0,0.0,None,0.0,0.0
75696,-0.82,,,,-0.73,-0.33,-0.6,-0.48,-0.53,-0.44,-0.61,-0.67,-0.73,-1.1,-0.49,-0.68,,-56.116,-71.733,162.097,thin ,0.0,0.0,None,0.0,0.0
75718,0.11,,,,0.27,0.19,0.19,0.17,0.18,0.22,0.24,0.39,0.19,0.07,0.19,0.17,,-11.866,-15.209,-3.176,thin ,0.0,0.0,None,0.0,0.0
75722,0.29,,0.17,0.08,0.38,0.15,0.19,0.2,0.22,0.32,0.22,0.38,0.22,0.08,0.22,0.25,0.14,-12.539,-16.079,-3.36,thin ,0.0,0.0,None,0.0,0.0
75762,0.03,,-0.06,-0.04,-0.17,-0.02,-0.08,-0.06,-0.01,,0.07,0.02,-0.05,-0.17,,0.0,0.01,-22.929,-29.517,-10.507,thin ,0.0,0.0,None,0.0,0.0
75783,-0.1,,,,-0.13,-0.08,-0.33,-0.16,-0.02,0.11,0.03,0.09,-0.08,-0.28,-0.1,-0.1,,-14.513,-18.721,37.104,thin ,0.0,0.0,None,0.0,0.0
75809,0.05,-0.41,-0.02,-0.08,-0.06,0.06,0.04,0.02,0.15,0.22,0.06,0.06,0.08,-0.1,0.08,0.01,-0.02,-2.214,-2.864,21.511,thin ,0.0,0.0,None,0.0,0.0
75810,-0.42,-3.15,-0.61,-0.46,-0.29,-0.19,-0.14,-0.19,-0.27,-0.37,-0.38,-0.48,-0.36,-0.59,-0.34,-0.42,-0.55,-80.379,-103.999,38.674,N/A ,0.0,0.0,None,0.0,0.0
75819,-0.5,,-0.38,,-0.4,-0.19,-0.1,-0.32,-0.3,-0.37,-0.18,-0.32,-0.52,-0.8,-0.38,-0.48,,-23.238,-30.098,-45.241,thin ,0.0,0.0,None,0.0,0.0
75822,0.01,,-0.39,-0.12,-0.21,-0.13,-0.23,-0.19,-0.12,-0.04,-0.2,-0.14,-0.2,-0.38,-0.12,-0.1,,-58.946,-76.372,182.205,thin ,0.0,0.0,None,0.0,0.0
75829,0.04,-0.93,-0.07,-0.01,-0.08,0.07,-0.06,0.04,0.12,0.05,0.1,0.01,0.03,-0.1,-0.01,-0.04,0.01,-2.203,-2.855,21.433,thin ,0.0,0.0,None,0.0,0.0
75874,-0.29,,-0.32,-0.14,-0.28,-0.23,-0.38,-0.25,-0.17,-0.14,-0.28,-0.2,-0.21,-0.49,-0.28,-0.26,,-17.744,-23.104,179.289,thin ,0.0,0.0,None,0.0,0.0
75963,-0.77,,-0.39,-0.37,-0.48,-0.3,-0.4,-0.51,-0.36,-0.32,-0.51,-0.53,-0.56,-0.91,-0.43,-0.58,,-49.111,-64.49,264.089,thin ,0.0,0.0,None,0.0,0.0
75971,-0.1,-0.17,,,,,-0.13,-0.01,-0.12,,,,,,,,,-30.659,-40.291,7.638,thin ,0.0,0.0,None,0.0,0.0
75973,0.24,,0.51,0.36,,,,-0.21,-0.02,,,,,,,,,-132.134,-173.654,188.572,thin ,0.0,0.0,None,0.0,0.0
75974,-0.2,-3.23,-0.47,-0.18,-0.14,-0.02,-0.04,-0.1,-0.1,-0.16,-0.17,-0.22,-0.2,-0.34,-0.12,-0.21,-0.27,-26.24,-34.485,89.673,thin ,0.0,0.0,None,0.0,0.0
76006,0.05,-1.38,0.12,0.09,0.08,0.17,-0.01,0.1,0.11,,0.07,0.06,0.03,-0.36,0.03,0.0,0.01,-30.429,-40.151,37.437,thin ,0.0,0.0,None,0.0,0.0
76008,-0.18,,-0.3,0.07,-0.02,-0.03,-0.07,-0.08,-0.1,0.07,-0.12,0.0,-0.12,-0.35,-0.07,-0.09,,-27.62,-36.459,203.78,thin ,0.0,0.0,None,0.0,0.0
76025,-0.03,,0.23,0.24,0.05,0.26,0.04,0.23,0.02,0.26,0.05,0.15,0.06,-0.06,0.18,0.17,,-51.905,-68.674,226.129,thin ,0.0,0.0,None,0.0,0.0
76079,-0.78,,,,,-0.36,-0.64,-0.54,-0.5,,-0.75,-1.06,-0.74,,,-0.84,-1.12,-85.198,-113.367,-26.127,N/A ,0.0,0.0,None,0.0,0.0
76097,-0.16,,-0.18,,-0.12,0.03,-0.1,-0.01,-0.09,,-0.21,-0.36,-0.14,0.03,1.17,-2.17,,-19.546,-26.058,138.593,thin ,0.0,0.0,None,0.0,0.0
76114,0.02,-2.37,-0.02,-0.06,-0.06,0.04,-0.03,-0.03,0.0,0.08,0.01,-0.07,-0.03,-0.09,0.04,0.0,0.03,-17.705,-23.651,5.726,thin ,0.0,0.0,None,0.0,0.0
76147,0.17,,0.45,,0.32,0.14,0.28,0.17,0.17,,0.34,,0.25,,0.32,0.29,,-5.327,-7.145,-31.81,thin ,0.0,0.0,None,0.0,0.0
76200,0.02,,0.09,-0.03,0.06,0.06,0.04,0.04,0.05,0.07,0.05,0.07,0.05,-0.06,0.08,0.04,0.08,-18.28,-24.68,-18.468,thin ,0.0,0.0,None,0.0,0.0
76219,0.04,-3.06,,0.11,0.2,0.2,0.21,0.16,0.05,0.31,0.18,0.38,0.01,0.26,0.33,0.09,,-16.613,-22.487,-4.962,thin ,0.0,0.0,None,0.0,0.0
76226,-0.6,,,-0.46,-0.72,-0.42,-0.6,-0.57,-0.52,-0.45,-0.6,,-0.7,-0.83,-0.4,-0.69,-0.83,-61.159,-82.856,-69.307,N/A ,0.0,0.0,None,0.0,0.0
76228,0.32,,0.4,0.22,0.54,0.29,0.3,0.35,0.18,,0.36,0.38,0.32,0.32,,0.46,0.3,-45.1,-61.106,-3.614,thin ,0.0,0.0,None,0.0,0.0
76233,0.08,,0.02,0.03,0.01,0.17,0.04,0.04,0.09,0.15,0.07,0.0,0.12,-0.04,0.09,0.02,0.29,-15.016,-20.358,-2.523,thin ,0.0,0.0,None,0.0,0.0
76256,-0.18,,0.08,0.08,0.07,0.08,-0.06,-0.05,-0.08,0.21,0.0,0.07,0.05,-0.17,0.13,0.03,,-11.279,-15.326,46.642,thin ,0.0,0.0,None,0.0,0.0
76259,-0.02,-3.22,-0.19,-0.08,0.2,0.17,0.25,0.21,0.09,-0.06,0.04,0.29,0.11,-0.17,-0.01,0.0,-0.15,-67.525,-91.775,-60.703,thin ,0.0,0.0,None,0.0,0.0
76311,0.27,-3.2,-0.06,0.12,0.5,0.38,0.5,0.53,0.35,0.44,0.34,0.42,0.3,0.52,0.43,0.4,0.28,-38.339,-52.417,89.13,thin ,1.0,1.0,Radial Velocity,19.871,2.69
76315,0.07,,0.05,-0.12,-0.08,-0.05,-0.05,0.11,0.04,0.23,0.02,0.29,-0.03,-0.18,-0.06,0.04,-0.05,-5.755,-7.873,16.95,thin ,0.0,0.0,None,0.0,0.0
76333,-0.27,-1.91,,,-0.05,-0.1,-0.22,-0.12,-0.17,-0.25,-0.17,-0.16,-0.34,-0.33,-0.23,-0.3,,-27.016,-37.023,-12.1,thin ,1.0,2.0,Radial Velocity,1.126,1.78
76351,0.22,,0.37,0.41,0.43,0.35,0.33,0.28,0.28,0.41,0.36,0.56,0.33,0.27,0.42,0.34,0.38,-4.066,-5.58,-39.991,thin ,1.0,1.0,Radial Velocity,0.2,0.68
76375,0.3,,0.45,0.25,0.49,0.43,0.43,0.37,0.41,0.64,0.4,0.43,0.39,0.38,0.54,0.4,0.26,-10.129,-13.934,14.368,thin ,0.0,0.0,None,0.0,0.0
76382,0.25,,,,0.29,,0.44,0.28,0.43,,,,,,,0.32,,-10.068,-13.862,14.275,thin ,0.0,0.0,None,0.0,0.0
76394,-0.03,,,-0.13,-0.13,0.07,-0.23,-0.06,-0.04,0.08,-0.12,-0.06,-0.1,-0.15,0.1,-0.09,-0.17,-42.228,-58.216,-118.773,N/A ,0.0,0.0,None,0.0,0.0
76398,0.16,,0.1,0.12,0.12,0.09,0.01,0.12,0.13,,0.13,0.14,0.12,0.06,,0.17,0.12,-23.956,-33.037,29.329,thin ,0.0,0.0,None,0.0,0.0
76425,0.02,-2.87,-0.05,-0.14,0.32,0.27,0.15,0.2,0.22,0.09,0.08,0.04,0.05,-0.11,0.1,0.06,0.36,-40.218,-55.606,12.113,thin ,0.0,0.0,None,0.0,0.0
76427,0.28,,,,,0.14,0.19,-0.09,0.2,,0.68,,0.23,,,0.23,-0.15,-86.091,-119.107,-1.44,thin ,0.0,0.0,None,0.0,0.0
76450,-0.2,,-0.28,-0.15,-0.09,-0.09,-0.19,-0.15,-0.11,0.01,-0.13,-0.06,-0.09,-0.32,-0.1,-0.1,,-15.624,-21.665,161.605,N/A ,0.0,0.0,None,0.0,0.0
76470,-0.17,-2.92,-0.41,-0.36,0.07,0.02,0.1,0.13,-0.12,-0.27,-0.15,-0.1,0.03,-0.23,-0.05,-0.11,-0.1,-32.315,-44.898,-29.58,thin ,0.0,0.0,None,0.0,0.0
76509,-0.14,-2.18,-0.26,-0.1,-0.06,0.01,-0.03,0.02,-0.03,-0.01,-0.07,-0.06,-0.04,-0.22,-0.06,-0.06,0.04,-37.51,-52.361,90.329,thin ,0.0,0.0,None,0.0,0.0
76519,-0.19,,-0.3,-0.1,-0.05,0.06,-0.02,0.0,-0.2,-0.14,-0.08,-0.21,-0.22,-0.33,0.67,-1.02,,-56.177,-78.505,255.245,thin ,0.0,0.0,None,0.0,0.0
76530,-0.2,,-0.32,-0.12,-0.09,-0.04,-0.18,-0.08,-0.16,0.03,-0.23,-0.27,-0.2,-0.31,-0.1,-0.19,-0.16,-36.211,-50.656,182.428,thin ,0.0,0.0,None,0.0,0.0
76532,-0.06,-2.21,-0.25,-0.17,0.26,0.26,0.12,0.17,0.08,0.02,0.02,0.0,0.15,0.0,0.03,0.04,0.1,-50.842,-71.146,-37.374,thin ,0.0,0.0,None,0.0,0.0
76543,-0.44,-0.86,-0.17,-0.14,-0.46,-0.32,-0.47,-0.36,-0.31,-0.28,-0.27,-0.44,-0.38,-0.76,-0.41,-0.49,-0.35,-27.071,-37.948,8.421,thin ,0.0,0.0,None,0.0,0.0
76569,-0.16,-3.28,-0.16,-0.1,-0.08,0.01,-0.04,0.04,-0.14,-0.18,-0.16,-0.2,-0.14,-0.17,-0.02,-0.12,0.1,-52.887,-74.331,-35.048,thin ,0.0,0.0,None,0.0,0.0
76593,-0.12,-3.28,-0.24,-0.08,-0.13,-0.04,-0.14,-0.09,-0.11,0.03,-0.12,-0.05,-0.1,-0.31,-0.06,-0.08,,-41.206,-58.067,158.361,thin ,0.0,0.0,None,0.0,0.0
76594,0.0,-2.59,-0.32,-0.09,0.14,0.04,0.02,0.0,0.08,0.09,0.02,0.02,0.06,-0.18,0.02,-0.01,0.26,-31.659,-44.618,66.186,thin ,0.0,0.0,None,0.0,0.0
76599,-0.34,,-0.23,,-0.56,-0.29,0.04,-0.28,-0.31,0.27,0.22,0.05,-0.05,-0.77,-0.14,-0.32,,-84.003,-118.478,16.227,N/A ,0.0,0.0,None,0.0,0.0
76603,-0.06,,-0.06,-0.06,-0.17,-0.02,-0.14,-0.11,-0.02,0.07,-0.04,-0.07,-0.06,-0.26,0.01,-0.15,0.11,-20.183,-28.47,-5.397,thin ,0.0,0.0,None,0.0,0.0
76604,-0.31,,,,-0.4,-0.21,-0.48,-0.29,-0.22,-0.14,-0.29,-0.2,-0.32,-0.52,-0.31,-0.31,,-11.67,-16.464,52.088,thin ,0.0,0.0,None,0.0,0.0
76605,-0.46,,,,-0.3,-0.02,-0.19,-0.08,-0.13,,-0.18,,-0.52,,,-0.37,,-92.863,-131.021,-51.143,thin ,0.0,0.0,None,0.0,0.0
76609,-0.34,,-0.45,-0.21,-0.35,-0.26,-0.42,-0.33,-0.19,-0.2,-0.32,-0.24,-0.26,-0.58,-0.32,-0.31,,-84.114,-118.695,228.536,thin ,0.0,0.0,None,0.0,0.0
76626,0.04,,0.1,,0.12,0.04,0.06,0.04,0.09,0.09,0.16,0.29,0.06,-0.01,0.11,0.08,,-9.246,-13.071,-42.169,thin ,0.0,0.0,None,0.0,0.0
76627,-1.04,,,,-1.08,-0.62,-0.74,-0.76,-0.78,-0.62,-0.72,-0.78,-0.92,-1.23,-0.65,-0.84,,-122.9,-173.755,333.58,thin ,0.0,0.0,None,0.0,0.0
76629,-0.1,,-0.27,-0.08,0.04,0.18,0.2,0.17,0.0,0.04,-0.1,-0.17,0.14,-0.29,-0.22,-0.03,0.3,-11.871,-16.79,-32.537,thin ,0.0,0.0,None,0.0,0.0
76635,0.14,-0.5,0.19,0.21,0.23,0.12,0.06,0.16,0.17,0.17,0.18,0.11,0.14,0.01,0.1,0.17,,-29.197,-41.32,-0.275,thin ,0.0,0.0,None,0.0,0.0
76641,0.36,,0.34,0.22,0.33,0.28,0.28,0.32,0.31,,0.27,0.3,0.3,0.34,,0.39,0.31,-32.977,-46.684,54.939,thin ,0.0,0.0,None,0.0,0.0
76650,0.03,,-0.05,,0.2,0.17,0.28,0.03,0.07,0.59,0.39,0.68,0.09,-0.06,0.3,0.05,,-19.892,-28.18,-31.76,N/A ,0.0,0.0,None,0.0,0.0
76651,-0.06,-3.12,-0.16,-0.04,0.09,0.14,0.1,0.14,0.08,0.08,0.03,0.06,0.08,-0.06,0.08,0.06,0.12,-40.927,-57.995,113.262,thin ,0.0,0.0,None,0.0,0.0
76668,-0.26,,-0.38,,-0.15,-0.3,-0.12,-0.19,-0.08,0.14,-0.03,0.21,-0.18,-0.48,-0.18,-0.19,,-29.064,-41.264,-9.148,N/A ,0.0,0.0,None,0.0,0.0
76703,0.38,,,,0.53,0.36,0.34,0.47,0.38,,0.27,,0.31,,,0.34,,-162.275,-231.172,-47.87,N/A ,0.0,0.0,None,0.0,0.0
76704,0.18,,0.09,0.15,0.04,0.12,0.07,0.07,0.21,,0.15,0.15,0.18,0.06,,0.17,0.22,-47.87,-68.209,81.351,thin ,0.0,0.0,None,0.0,0.0
76705,-0.13,-3.28,,,0.02,0.02,-0.05,0.0,-0.01,-0.07,-0.02,0.01,-0.03,-0.24,-0.02,-0.11,,-30.604,-43.612,-36.497,thin ,0.0,0.0,None,0.0,0.0
76713,0.05,,0.03,,0.14,0.18,0.12,0.08,0.06,0.25,0.2,0.44,0.06,-0.04,0.17,0.07,,-13.066,-18.642,-41.381,thin ,0.0,0.0,None,0.0,0.0
76716,-0.12,,0.02,0.11,0.01,0.17,0.1,0.06,0.09,0.21,0.06,0.02,0.06,-0.12,0.19,0.02,0.24,-8.765,-12.511,-26.36,thin ,0.0,0.0,None,0.0,0.0
76747,-0.08,,-0.14,,-0.04,-0.03,0.16,-0.08,-0.04,0.03,0.07,0.27,-0.07,-0.2,0.0,-0.1,,-8.068,-11.557,-42.292,thin ,0.0,0.0,None,0.0,0.0
76758,-0.05,,-0.09,,-0.01,-0.08,-0.02,-0.06,-0.01,-0.01,0.06,0.16,-0.03,-0.2,-0.02,-0.09,,-28.53,-40.89,-19.111,N/A ,0.0,0.0,None,0.0,0.0
76793,0.04,,0.43,,,-0.06,0.03,-0.01,0.13,,0.15,0.27,0.13,,-0.01,0.05,,-13.788,-19.829,-15.604,N/A ,0.0,0.0,None,0.0,0.0
76804,0.31,-0.71,0.39,0.38,0.34,0.45,0.54,0.28,0.3,0.45,0.39,0.36,0.3,0.23,0.36,0.35,,-33.189,-47.807,-9.216,thin ,0.0,0.0,None,0.0,0.0
76810,-0.07,-2.56,-0.37,-0.26,0.15,0.01,0.07,0.07,0.05,-0.09,-0.14,-0.29,-0.06,-0.26,-0.1,-0.13,-0.02,-76.021,-109.569,38.302,thin ,0.0,0.0,None,0.0,0.0
76899,-0.12,-2.23,,-0.01,-0.24,0.03,-0.12,-0.1,-0.06,0.08,-0.07,-0.13,-0.14,-0.31,-0.02,-0.18,-0.25,-35.637,-51.898,12.212,thin ,0.0,0.0,None,0.0,0.0
76911,-0.19,,,0.03,,0.01,-0.03,-0.12,-0.21,,0.17,,,,,-0.14,,-27.063,-39.476,27.215,thin ,0.0,0.0,None,0.0,0.0
76939,-0.13,,,,-0.06,-0.03,-0.04,-0.01,-0.04,-0.05,-0.02,-0.01,-0.08,-0.28,-0.11,-0.14,,-34.777,-50.904,-47.177,thin ,0.0,0.0,None,0.0,0.0
76963,-0.26,-1.0,-0.01,0.0,-0.34,-0.24,-0.43,-0.19,-0.33,,-0.35,-0.36,,-0.64,-0.33,-0.36,,-32.45,-47.617,4.132,thin ,0.0,0.0,None,0.0,0.0
76982,-0.11,,,,-0.02,-0.07,-0.3,-0.06,-0.02,0.44,0.03,-0.21,-0.17,-0.35,-0.13,-0.13,,-28.629,-42.105,-11.808,thin ,0.0,0.0,None,0.0,0.0
76984,0.0,,,,-0.09,0.03,0.03,0.04,0.03,,0.03,,-0.01,,,0.01,-0.06,-37.597,-55.309,26.616,thin ,0.0,0.0,None,0.0,0.0
77048,0.02,-2.78,-0.29,-0.22,0.15,0.2,0.2,0.24,0.15,-0.04,-0.01,-0.02,0.09,-0.03,0.04,0.06,-0.06,-37.33,-55.338,42.552,thin ,0.0,0.0,None,0.0,0.0
77049,-0.02,,-0.03,,0.13,-0.06,0.06,-0.01,0.13,0.22,0.17,0.32,0.05,-0.22,0.1,0.0,,-10.888,-16.14,-58.885,thin ,0.0,0.0,None,0.0,0.0
77052,0.08,-1.78,-0.02,-0.04,-0.05,0.11,0.03,0.04,0.09,0.1,0.08,0.02,0.05,-0.04,0.09,0.03,0.14,-8.239,-12.219,0.647,thin ,0.0,0.0,None,0.0,0.0
77059,-0.02,-2.28,,,0.19,0.12,0.09,0.12,0.09,0.14,0.12,0.21,0.04,0.32,0.19,0.05,,-35.871,-53.216,-39.487,N/A ,0.0,0.0,None,0.0,0.0
77062,-0.38,,-0.15,-0.05,-0.36,-0.26,-0.3,-0.24,-0.2,-0.14,-0.26,-0.23,-0.3,-0.57,-0.21,-0.28,,-77.159,-114.497,182.596,thin ,0.0,0.0,None,0.0,0.0
77084,-0.19,,-0.03,-0.07,-0.08,-0.02,-0.19,-0.13,-0.01,0.14,-0.06,0.01,-0.04,-0.19,-0.03,-0.02,,-14.328,-21.314,34.061,thin ,0.0,0.0,None,0.0,0.0
77102,-0.54,,-0.48,-0.25,-0.41,-0.33,-0.47,-0.32,-0.3,-0.27,-0.4,-0.37,-0.41,-0.7,-0.36,-0.41,,-43.289,-64.547,486.967,thin ,0.0,0.0,None,0.0,0.0
77105,-0.47,,-0.42,-0.25,-0.42,-0.27,-0.45,-0.4,-0.22,-0.23,-0.33,-0.3,-0.35,-0.62,-0.34,-0.35,,-35.921,-53.58,282.796,N/A ,0.0,0.0,None,0.0,0.0
77152,0.13,-0.54,0.07,0.12,0.02,0.19,0.07,0.08,0.15,0.34,0.13,0.11,0.14,-0.01,0.21,0.07,0.14,-23.751,-35.587,23.201,thin ,0.0,0.0,None,0.0,0.0
77159,-0.2,-0.97,0.14,0.12,-0.33,-0.42,-0.39,-0.17,-0.31,,-0.42,-0.52,,-0.64,-0.33,-0.35,,-43.646,-65.477,6.481,thin ,0.0,0.0,None,0.0,0.0
77161,-0.29,,,,-0.19,-0.16,-0.23,-0.18,-0.15,-0.03,-0.18,-0.11,-0.16,-0.42,-0.13,-0.17,,-89.796,-134.776,212.414,thin ,0.0,0.0,None,0.0,0.0
77176,-0.25,,-0.33,-0.13,-0.18,-0.17,-0.25,-0.2,-0.09,-0.04,-0.16,-0.09,-0.12,-0.39,-0.15,-0.15,,-39.303,-59.092,244.848,thin ,0.0,0.0,None,0.0,0.0
