HIP_num,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
HIP 33229 ,-0.04,,0.02,0.05,-0.08,0.06,0.07,0,0.05,0.05,0.09,0.09,-0.02,-0.17,0.04,-0.04,-0.04,-4.706,19.283,-28.622,thin 
HIP 98767 ,0.25,-2.87,0.4,0.2,0.22,0.33,0.34,0.28,0.23,0.36,0.31,0.23,0.25,0.14,0.36,0.28,0.27,7.124,-11.901,7.975,thick 
HIP 475 ,-0.33,-1.65,-0.02,-0.09,-0.35,-0.37,-0.45,-0.18,-0.25,,-0.37,-0.46,,-0.56,-0.3,-0.36,,24.529,0.61,39.749,thin 
HIP 476 ,-0.03,-2.29,-0.24,-0.1,0.16,0.09,0.17,0.12,0.16,0.09,0.01,-0.06,0.03,-0.11,0.02,0.04,0.13,110.514,2.749,26.329,thin 
HIP 33243 ,0.14,-1.99,-0.29,-0.2,0.94,0.34,0.47,0.35,0.21,0.08,0.19,0.12,0.36,0,0.13,0.17,0.38,-62.753,256.54,-12.933,thin 
HIP 98785 ,0.08,,,0.04,0.05,0.12,0.02,0.08,0.1,0.14,0.01,0.22,0.04,-0.04,0.13,0,0.11,28.742,-47.959,-23.269,thin 
HIP 66018 ,-0.19,,,,-0.09,-0.08,-0.09,-0.13,-0.05,-0.09,-0.03,-0.07,-0.15,-0.35,-0.15,-0.19,,-47.876,-20.341,-10.353,N/A 
HIP 33253 ,-0.26,,,,-0.12,-0.05,0.01,-0.02,-0.06,,-0.27,,-0.32,,,-0.16,,-54.284,221.347,18.432,N/A 
2MASS 19345473+4607449 ,-0.06,,-0.13,0.02,-0.21,-0.11,-0.31,-0.08,-0.04,,-0.02,-0.08,-0.05,-0.34,,-0.14,-0.12,291.425,-663,753.344,N/A 
HIP 98792 ,-0.56,,-0.23,-0.23,-0.54,-0.27,-0.27,-0.39,-0.29,-0.2,-0.24,-0.31,-0.47,-0.68,-0.3,-0.54,-0.65,7.376,-12.292,6.186,thin 
HIP 490 ,0.09,,0.05,0.05,-0.12,-0.03,-0.12,0.02,0.05,0.11,0.07,-0.06,0.09,-0.15,0.05,-0.02,0.21,28.928,0.742,-25.831,thin 
BD+34 4779 ,0.18,-0.26,,,,,,0.07,0.14,,0.19,0.25,0.12,-0.09,-0.05,0,,166.124,-50.659,123.64,N/A 
HIP 493 ,-0.2,-0.97,0.02,-0.11,-0.3,-0.28,-0.43,-0.15,-0.25,,-0.33,-0.41,,-0.55,-0.25,-0.3,,35.515,0.916,11.705,thin 
HIP 66033 ,-0.28,,-0.41,-0.26,-0.5,-0.31,-0.43,-0.42,-0.26,,-0.27,-0.35,-0.32,-0.52,,-0.3,-0.07,-106.19,-45.235,12.852,thin 
HIP 501 ,-0.27,,-0.41,-0.48,-0.1,-0.3,-0.12,-0.04,-0.29,,-0.04,0.06,-0.19,-0.23,,-0.07,-0.31,230.516,6.039,-187.651,N/A 
HIP 33271 ,-0.02,-2.33,-0.19,-0.07,0.27,0.2,0.22,0.2,0.25,0.11,0.1,0.04,0.17,0.06,0.12,0.1,0.2,-19.139,77.843,82.507,thin 
HD 171028 ,-0.44,,-0.4,-0.34,-0.33,-0.34,-0.43,-0.37,-0.34,-0.41,-0.33,-0.46,-0.47,-0.72,-0.44,-0.46,,15.254,-107.661,13.247,N/A 
HIP 33275 ,0,,,,-0.02,0.13,-0.04,-0.03,0.07,0.46,0.09,-0.01,0.05,-0.21,0.17,-0.05,0.27,-12.456,50.624,5.397,thin 
HIP 33277 ,-0.06,-1.33,-0.1,-0.04,-0.16,0.03,-0.05,-0.12,-0.01,0.1,-0.03,-0.17,-0.16,-0.28,0,-0.15,0.04,-3.719,15.109,7.381,thin 
HIP 66047 ,0.04,-1.04,0.07,0,0.07,0.08,0.01,0.05,0.09,0.11,0.07,-0.03,0.03,-0.05,0.05,0.04,0.1,-23.489,-10.022,-27.648,thin 
HIP 98819 ,0.09,-1,0.1,0,0.03,0.07,0.01,0.05,0.13,0.1,0.08,0.04,0.08,-0.06,0.16,0.05,0.14,8.745,-14.539,5.21,thin 
HIP 66051 ,-0.52,-1.49,,-0.15,-0.43,-0.22,-0.23,-0.29,-0.27,-0.33,-0.22,-0.43,-0.52,,-0.44,-0.47,,-45.05,-19.242,35.637,thin 
HIP 518 ,0.09,,,0.01,-0.17,0.04,0.08,0.03,0.04,,0.09,0.1,-0.06,-0.09,0.14,0.01,,11.234,0.307,18.294,thin 
HIP 522 ,0.11,-0.36,0.21,0.15,0.18,0.06,0.11,0.16,0.15,0.25,0.15,0.05,0.11,0.04,0.12,0.1,0.23,17.136,0.473,-19.772,thin 
HIP 98828 ,0.15,,,,,0.17,0.42,0.12,0.1,,0.29,,,0.14,,0.07,-0.04,10.262,-17.05,9.616,thin 
2MASS 08374660+1926181 ,0.05,,,,-0.03,-0.01,-0.01,0.09,0.1,,-0.01,0.05,0.08,-0.1,0.07,0.11,,-109.748,133.399,60.962,N/A 
HIP 530 ,-0.03,-2.58,0.29,0.27,-0.02,-0.05,-0.14,0.09,-0.09,,-0.17,-0.21,,-0.31,-0.08,-0.09,,80.864,2.271,74.787,thin 
HIP 98836 ,0.02,,-0.1,0.18,0.14,0.21,0.05,0.08,0.06,0.3,0.16,0.23,0.14,0.02,0.14,0.09,,53.763,-89.259,130.006,thin 
HIP 98842 ,-0.54,-3.08,-0.45,-0.29,-0.37,-0.16,-0.16,-0.25,-0.33,-0.44,-0.34,-0.36,-0.55,-0.8,-0.44,-0.59,-0.81,43.662,-72.433,-52.964,thin 
HIP 98845 ,-0.21,,-0.22,-0.22,-0.14,0,-0.14,-0.2,-0.19,-0.29,-0.06,-0.28,-0.26,-0.23,-0.24,-0.22,-0.05,43.634,-72.338,56.023,thin 
HIP 544 ,0.19,-1.04,0.16,0,0.02,0.09,0.04,0.11,0.19,0.18,0.16,0.08,0.17,0.09,0.15,0.11,0.15,12.028,0.347,6.676,thin 
HIP 98853 ,-0.18,,-0.27,-0.12,-0.05,-0.02,-0.15,-0.12,-0.01,0.1,-0.08,0.03,-0.01,-0.24,-0.07,-0.05,,22.272,-36.904,149.427,thin 
HIP 33324 ,-0.64,-2.09,-0.6,-0.26,-0.54,-0.31,-0.43,-0.44,-0.45,-0.44,-0.33,,-0.68,-0.93,-0.4,-0.6,-0.7,-4.931,19.82,-31.381,thick 
HIP 66098 ,-0.23,-2.93,-0.43,-0.27,-0.14,-0.09,-0.04,-0.05,-0.1,-0.22,-0.19,-0.31,-0.19,-0.3,-0.18,-0.23,-0.29,-87.467,-37.564,-17.068,thin 
HIP 562 ,0.08,,0.49,0.13,0.18,0.14,-0.04,0.17,0.06,,0.15,,-0.01,,,0.2,,306.71,9.162,115.09,N/A 
HIP 569 ,-0.3,-1.24,-0.21,-0.14,-0.26,-0.2,-0.31,-0.26,-0.24,-0.21,-0.25,-0.37,-0.32,-0.48,-0.25,-0.31,-0.33,52.135,1.57,-3.306,thin 
2MASS 13135193+1619226 ,-1.21,,,,-1.29,-0.79,,-0.92,-0.81,,-0.86,-1.29,-1.21,-1.72,-1.23,-1.24,,-234.724,-78.385,72.472,N/A 
HIP 98878 ,-0.26,,-0.23,-0.27,-0.3,-0.22,-0.22,-0.2,-0.18,0,-0.24,-0.28,-0.24,-0.42,-0.09,-0.26,-0.18,17.488,-28.882,0.681,thin 
HIP 66113 ,-0.43,,,,,-0.21,-0.42,-0.37,-0.21,,-0.51,-0.72,-0.53,,,-0.42,-0.7,-147.477,-63.478,16.459,N/A 
HIP 66115 ,0.11,,-0.09,,-0.03,-0.01,-0.09,0.06,0.09,,0.07,0.02,,,-0.07,0.08,,-30.281,-13.039,-4.894,thin 
HIP 98883 ,-1,,,,,,,-0.53,,,,,,,,-1.04,-1.22,84.498,-139.49,-87.717,N/A 
2MASS 19281931+3740286 ,-0.48,,-0.34,-0.35,-0.61,-0.39,-0.58,-0.36,-0.39,,-0.35,-0.53,-0.47,-0.87,,-0.46,-0.51,70.931,-174.852,145.703,N/A 
2MASS 10401438-6227201 ,0.32,-1.99,,,0.1,0.21,-0.02,0.17,0.24,,0.28,0.04,0.23,0.01,0.17,0.16,,-545.652,197.955,-1112.926,N/A 
HIP 607 ,-0.05,,-0.24,-0.14,-0.29,-0.11,-0.12,-0.27,-0.06,,-0.04,-0.11,-0.13,-0.14,,-0.04,0.01,113.897,3.667,56.694,thick 
HIP 66147 ,0.12,,0.21,0.08,0.12,0.08,0.02,0.18,0.18,,0.1,0.13,0.07,0.02,,0.17,0,-16.454,-7.115,2.707,thin 
HIP 98916 ,-0.13,,,,-0.18,-0.01,-0.29,-0.11,0.03,0.45,0,0.05,-0.11,-0.35,0.19,-0.17,0.26,39.826,-65.553,-5.778,thin 
HIP 98915 ,-1,,,,-0.9,-0.66,-0.82,-0.87,-0.68,-0.66,-0.81,-0.85,-0.9,-1.39,-0.76,-0.95,,81.34,-133.896,199.37,thin 
HIP 33382 ,0.04,-2.77,0.14,0.04,-0.01,0.02,-0.05,0.09,-0.04,0.21,-0.01,-0.08,-0.02,-0.23,-0.03,-0.02,0.06,-7.67,30.44,0.637,thin 
HIP 98920 ,0.14,,0.26,0.14,0.19,0.22,0.27,0.2,0.11,0.16,0.23,0.23,0.05,0.44,0.22,0.18,,23.293,-38.325,16.316,thin 
HIP 616 ,-0.51,,-0.37,-0.3,-0.52,-0.35,-0.37,-0.45,-0.39,-0.37,-0.35,-0.32,-0.48,-0.74,-0.44,-0.52,-0.43,29.964,0.986,-13.235,thin 
HIP 98922 ,0.24,,,,0.56,0.34,0.55,0.25,0.35,0.79,0.54,0.47,0.48,0.27,0.53,0.33,0.75,35.722,-58.77,2.544,thin 
HIP 98921 ,0.17,-0.96,0.08,0.05,0.06,0.12,0.13,0.14,0.2,0.37,0.12,0.1,0.17,0.04,0.11,0.15,0.09,7.749,-12.749,11.858,thin 
HIP 33392 ,-0.03,,-0.14,,0.11,0.04,0.14,-0.06,0.02,0.27,0.17,0.41,-0.02,-0.23,0.06,-0.05,,-6.387,25.274,-46.429,N/A 
HIP 66170 ,0.15,,0.23,0.31,0.14,0.08,0.09,0.17,0.08,,0.12,0.22,0.23,,0.08,0.19,,-30.392,-13.182,-84.18,thin 
HIP 641 ,0.26,,,0.24,,,,0.2,,,,,,,,,,27.517,0.945,40.177,thin 
2MASS 19165219+4753040 ,-0.29,,-0.23,-0.22,-0.43,-0.24,-0.33,-0.22,-0.24,,-0.24,-0.22,-0.29,-0.52,,-0.3,-0.25,43.189,-123.901,145.136,N/A 
HIP 33415 ,0.04,-3.13,-0.14,-0.01,0.21,0.26,0.33,0.27,0.22,0.15,0.18,0.18,0.21,0.14,0.18,0.18,0.07,-16.847,66.417,72.725,thin 
HIP 33421 ,-0.02,-1.92,-0.36,-0.27,0.25,0.11,0.05,0.09,0.09,-0.05,-0.01,-0.08,0.07,-0.16,0.03,-0.03,0.1,-25.895,101.945,70.098,thin 
HIP 655 ,0.04,-3.18,-0.23,-0.15,0.21,0.22,0.24,0.22,0.08,-0.06,0.02,0.11,0.09,0.05,0.05,0.06,-0.03,79.21,2.786,-52.519,thin 
HIP 656 ,-0.23,-0.78,0.18,0.14,-0.14,-0.08,-0.2,-0.08,-0.11,0.26,-0.18,-0.26,-0.05,-0.4,-0.08,-0.21,0.34,57.576,2.03,78.706,thin 
HIP 66192 ,0.22,-0.7,0.31,0.3,0.26,0.24,0.25,0.22,0.22,0.22,0.22,0.12,0.19,0.19,0.23,0.26,0.23,-49.925,-21.719,74.195,thin 
HIP 98962 ,-0.17,,-0.01,0.08,0.03,0.09,0.05,0.05,0.02,0.17,0.01,0.11,0.04,-0.16,0.09,0.03,,13.151,-21.556,47.481,thin 
HIP 66191 ,-0.21,,-0.29,-0.09,-0.14,-0.07,-0.18,-0.16,-0.04,0.03,-0.11,-0.05,-0.08,-0.29,-0.1,-0.13,,-55.384,-24.093,247.682,N/A 
HIP 98959 ,-0.22,-2.48,-0.1,-0.16,-0.22,-0.08,-0.16,-0.16,-0.13,-0.1,-0.09,-0.24,-0.24,-0.43,-0.19,-0.23,-0.27,3.6,-5.9,-16.54,thin 
HIP 98964 ,0.1,,0.39,0.2,-0.06,0.16,0.12,0.16,0,0.18,0.18,0,0.07,-0.17,0.15,0.12,0.18,21.818,-35.757,2.564,thin 
HIP 98972 ,0,,0,,-0.04,0,0,-0.01,0.13,0.01,0.08,0.13,0.03,0.2,-0.03,-0.06,,25.159,-41.207,-43.867,N/A 
HIP 669 ,-0.11,-0.97,-0.1,-0.14,-0.19,-0.07,-0.18,-0.1,-0.04,-0.03,-0.07,-0.17,-0.09,-0.26,-0.14,-0.13,0,26.309,0.95,-6.968,thin 
HIP 671 ,-0.04,-2.98,-0.25,-0.15,0,0.08,0.14,0.11,0.03,-0.04,-0.05,-0.15,-0.03,-0.14,-0.02,-0.05,0.03,104.785,3.793,-16.277,thin 
HIP 98978 ,0.11,,0.06,0.11,0.07,0.06,0.03,0.08,0.12,,0.12,0.1,0.08,-0.03,,0.11,0.09,17.361,-28.421,37.732,thin 
HIP 33449 ,0.08,-2.33,-0.06,0.08,0.51,0.42,0.36,0.32,0.37,0.32,0.37,0.52,0.42,0.23,0.33,0.34,0.36,-5.871,22.999,38.618,thin 
HIP 682 ,0.18,-0.38,0.13,0.16,-0.01,0.03,-0.05,0.09,0.25,,0.14,0.17,0.19,0.02,,0.08,0.21,38.148,1.404,4.428,thin 
HIP 66219 ,-0.09,,-0.25,,0.12,-0.17,-0.03,-0.14,0.02,0.21,0.13,0.4,-0.08,-0.28,-0.04,-0.11,,-25.078,-10.945,-20.265,N/A 
HIP 98989 ,-1.51,,-1.68,-1.22,-1.24,-1.18,,-1.31,-1.19,,-1.2,-1.45,-1.6,-1.78,-1.08,-1.53,,67.798,-110.92,9.2,N/A 
HIP 98993 ,-0.1,-1.18,-0.04,,-0.14,-0.1,-0.11,-0.12,-0.04,-0.1,-0.04,-0.16,-0.1,-0.31,-0.13,-0.15,,26.019,-42.538,-14.069,N/A 
HIP 699 ,-0.2,-1.1,-0.13,-0.09,-0.26,-0.12,-0.23,-0.18,-0.12,0.42,-0.1,-0.13,-0.24,-0.36,-0.02,-0.23,-0.12,26.136,0.991,19.443,thin 
HIP 33468 ,0.2,-0.63,0.43,0.22,0.29,0.14,-0.1,0.28,0.17,,0.22,,0.1,,,0.25,,-9.652,37.7,-69.779,thin 
HIP 66238 ,-0.18,,,-0.15,-0.3,-0.06,-0.19,-0.15,-0.17,-0.04,-0.12,-0.23,-0.24,-0.36,-0.07,-0.22,-0.31,-21.511,-9.414,-18.952,thin 
HIP 705 ,-0.8,,-0.41,-0.55,-0.69,-0.22,-0.38,-0.39,-0.35,-0.13,-0.3,-0.44,-0.44,-0.77,-0.2,-0.54,-0.34,3.155,0.122,56.261,thick 
HIP 99017 ,0,,,,,-0.19,-0.05,-0.03,-0.09,,0.17,,,,,0.05,,35.327,-57.574,37.315,thin 
HIP 66250 ,0.16,,-0.06,-0.04,0,0.05,0.02,-0.06,0.12,,0.07,0.04,0.11,0.16,,0.18,0.26,-127.432,-55.872,-22.304,thin 
HIP 66251 ,-0.88,,-0.64,-0.24,-0.74,-0.48,-0.62,-0.65,-0.58,-0.45,-0.59,-0.63,-0.71,-1.07,-0.54,-0.71,,-57.788,-25.341,263.778,thin 
HIP 716 ,-0.09,-3.38,-0.24,-0.06,-0.03,0.03,0.09,0.03,0,-0.03,-0.02,-0.13,-0.06,-0.19,0,-0.09,-0.05,121.249,4.694,57.78,thin 
HD 124257a ,0.14,,0.09,0.12,-0.03,0.11,0.06,0.12,0.17,,0.12,0.06,0.13,0.01,,0.17,0.24,-62.366,-40.121,89.171,N/A 
HIP 99024 ,-0.11,,,,0.07,,0.22,0.3,0.07,-0.14,-0.29,-0.04,-0.08,-0.17,-0.13,-0.04,-0.23,65.372,-106.465,-8.908,thin 
HIP 99025 ,-0.09,,0.16,0.15,-0.01,-0.1,-0.23,0.07,-0.01,,-0.16,-0.18,,-0.35,-0.08,-0.11,,52.374,-85.294,-3.004,thin 
2MASS 19472094+4814238 ,0.28,,0.28,0.17,0.28,0.26,0.22,0.26,0.29,,0.26,0.26,0.27,0.22,,0.33,0.24,171.166,-338.305,424.641,N/A 
HIP 66257 ,-0.24,-0.7,0.11,0.3,-0.08,-0.09,-0.15,-0.23,-0.14,0.03,-0.18,-0.09,-0.16,-0.43,0.16,-0.3,-0.22,-33.625,-14.76,27.855,thin 
HIP 723 ,0.05,,,,0.12,0.06,0.32,0.15,0.12,,0.08,-0.04,-0.03,-0.16,-0.01,0.06,,14.485,0.566,33.27,thin 
HIP 726 ,0.35,-0.69,0.46,0.27,0.56,0.35,0.34,0.38,0.34,0.42,0.4,0.39,0.35,0.32,0.44,0.45,,42.419,1.666,-35.29,thin 
HIP 99031 ,0.03,,-0.03,0.01,0.04,0.15,0.2,0.09,0.07,0.06,0.04,-0.01,0.02,-0.04,0.09,0.01,-0.08,10.151,-16.506,14.064,thin 
HIP 729 ,0.08,-3.28,-0.05,0.04,0.22,0.18,0.2,0.23,0.13,0.12,0.14,0.15,0.07,0.15,0.17,0.09,0.17,86.725,3.423,28.556,thin 
HIP 99034 ,0.04,-1.97,0.06,0,-0.06,0.06,0.02,0.05,0.07,-0.02,0.07,-0.02,0.02,-0.13,-0.02,0,,28.776,-46.776,-14.625,thin 
2MASS 19500236+4657405 ,0.28,,0.1,-0.02,0.19,0.25,0.16,0.19,0.29,,0.24,0.26,0.24,0.18,,0.33,0.1,163.826,-314.575,379.83,N/A 
HIP 746 ,-0.09,,0.37,0.42,0.07,-0.11,,-0.02,0.05,0.28,0.11,0.34,-0.14,-0.26,-0.43,-0.18,0.3,8.598,0.345,14.406,thin 
BD+45 2960 ,0.01,,-0.08,0.07,-0.19,-0.08,-0.13,-0.05,0.03,,0.02,0,0.02,-0.3,,-0.12,0.06,63.897,-132.162,151.95,N/A 
HIP 66290 ,-0.5,-1.21,,-0.57,-0.51,-0.23,-0.63,-0.49,-0.35,,-0.32,,,,,,,-32.128,-14.169,14.545,thin 
HIP 765 ,0.06,,,0.3,0.28,0.03,0.06,0.1,0.02,0.08,0.06,0.06,0.02,-0.11,0.08,0.04,,30.862,1.268,-31.705,thin 
HD 183360 ,-0.19,,-0.1,0.09,-0.02,-0.02,-0.06,-0.04,-0.05,0.1,-0.04,0.03,0.06,-0.25,-0.05,0.03,,16.72,-46.93,259.369,N/A 
HIP 768 ,0.05,-1.82,,0.09,-0.01,0.1,-0.02,0.06,0.07,0.2,0.03,,0.04,-0.05,,0.03,-0.02,101.042,4.177,35.05,thin 
HIP 33537 ,-0.33,,-0.15,-0.14,-0.5,-0.16,-0.22,-0.29,-0.22,-0.14,-0.2,-0.28,-0.34,-0.62,-0.11,-0.38,-0.41,-5.758,22.186,9.483,thin 
2MASS 19591114+4405215 ,-0.05,,-0.03,-0.01,-0.2,-0.06,-0.22,-0.07,0.01,,-0.08,-0.16,-0.07,-0.22,,-0.09,-0.08,358.629,-626.292,699.118,N/A 
HIP 66320 ,-0.22,-3.03,-0.43,-0.16,-0.13,-0.01,-0.03,-0.06,-0.11,-0.14,-0.17,-0.29,-0.2,-0.32,-0.18,-0.23,-0.26,-90.706,-40.158,-9.37,thin 
HIP 33553 ,0.14,,-0.13,-0.1,-0.02,0.02,-0.03,-0.09,0.11,,0.05,0.01,0.1,0.1,,0.14,0.32,-30.803,118.296,95.463,thin 
HIP 99091 ,-0.23,,,,-0.25,-0.15,-0.31,-0.16,-0.2,-0.02,-0.21,-0.12,-0.2,-0.41,-0.23,-0.21,,14.107,-22.793,312.079,thin 
HD 129715 ,0.19,,,,0.71,0.2,0.57,0.19,0.38,1.18,0.62,0.93,0.26,-0.02,0.5,0.28,,-21.16,-18.49,-11.498,N/A 
HIP 795 ,0.12,,0.04,0.06,-0.15,0.01,-0.04,0.04,0.18,,0.1,0.13,0.12,-0.05,,0.03,0.15,74.512,3.208,11.084,thin 
HIP 99100 ,-0.05,,,0.11,-0.21,0.02,-0.03,-0.01,-0.07,0.08,0,-0.16,-0.09,-0.27,0.02,-0.05,-0.12,24.446,-39.446,-0.708,thin 
2MASS 19544800+4358353 ,-0.22,,0.06,0.18,-0.32,-0.18,-0.47,-0.19,-0.2,,-0.2,-0.19,-0.19,-0.45,,-0.23,-0.07,147.556,-269.517,296.479,N/A 
BD+46 2597 ,0.18,,-0.1,0.28,0.05,0.05,-0.08,0.11,0.24,,0.18,0.14,0.14,-0.1,,0.12,0.22,53.208,-197.502,214.939,N/A 
HIP 801 ,-0.19,-0.98,-0.13,-0.14,-0.17,-0.12,-0.22,-0.16,-0.1,-0.16,-0.09,-0.21,-0.17,-0.4,-0.21,-0.21,,32.508,1.402,-39.148,thin 
HIP 99107 ,-0.2,-1.08,0,0.03,-0.25,-0.16,-0.28,-0.2,-0.16,0,-0.2,-0.16,-0.21,-0.32,-0.16,-0.15,-0.16,6.777,-10.923,94.04,thin 
HD 183281 ,-0.83,,0.55,,,-0.11,,-0.03,-0.71,,,,,-0.09,,-0.72,,118.337,-296.518,282.316,N/A 
HIP 33578 ,-0.26,,-0.46,,0.18,0.25,,0.01,0.39,,0.02,,-0.06,-0.04,0.17,0.14,,-37.31,142.695,-18.596,thin 
HIP 99115 ,0.27,-2.57,0.35,0.26,0.28,0.32,0.36,0.29,0.28,0.35,0.36,0.34,0.26,0.22,0.38,0.3,0.19,23.353,-37.617,-31.627,thin 
HIP 33580 ,0,,0.05,-0.1,-0.17,-0.01,-0.09,-0.02,0.01,,-0.04,0.02,-0.02,-0.14,,-0.01,0.02,-6.256,23.92,31.495,thin 
HIP 814 ,0.11,,,,0.51,0.11,0.17,0.23,0.17,0.3,0.12,0.21,0.14,0.53,0.18,0.12,,10.921,0.479,-80.055,thin 
HIP 33582 ,-0.54,-2.16,-0.36,-0.08,-0.58,-0.22,-0.38,-0.36,-0.4,-0.32,-0.3,-0.47,-0.56,-0.83,-0.39,-0.53,-0.68,-19.859,75.91,-0.658,thick 
HIP 33588 ,0.18,-3.28,,,0.44,0.35,0.36,0.28,0.07,,0.17,,0.11,,,0.21,,-12.674,48.428,-73.463,thin 
HIP 33595 ,-0.48,,-0.13,-0.23,-0.42,-0.28,-0.4,-0.36,-0.52,0.62,-0.24,-0.3,-0.39,-0.57,-0.18,-0.48,-0.3,-10.431,39.767,20.124,thin 
HIP 99139 ,-0.33,,,0.04,-0.43,-0.06,-0.2,-0.19,-0.21,-0.1,-0.12,-0.29,-0.38,-0.62,-0.13,-0.32,-0.36,25.784,-41.417,-42.439,thin 
HD 95860 ,-0.3,-1.03,-0.25,-0.05,-0.2,-0.19,-0.28,-0.24,-0.18,-0.21,-0.13,-0.29,-0.28,-0.52,-0.29,-0.28,,-74.498,18.973,-102.939,N/A 
2MASS 06434947-0103468 ,0.07,-3.1,0.01,0.02,0.02,0.07,0.01,0.05,0.11,0.11,0.1,0.16,0.08,-0.03,0.09,0.06,0.07,-29.937,154.647,-2.923,N/A 
HIP 846 ,-0.12,,,,-0.22,0.01,-0.18,-0.14,-0.05,0.18,-0.04,-0.1,-0.16,-0.26,0.08,-0.18,0.25,66.869,3.032,-16.67,N/A 
HIP 66385 ,0.14,-2,-0.12,-0.04,0.36,0.25,0.37,0.41,0.23,0.12,0.17,0.2,0.27,0.13,0.17,0.24,0.09,-102.97,-46.204,132.081,thin 
HIP 33624 ,-0.5,-1.18,,,-0.49,-0.34,-0.57,-0.46,-0.51,-0.23,-0.37,-0.43,-0.53,-0.7,-0.35,-0.43,-0.54,-7.803,29.568,78.649,thin 
HIP 66393 ,-0.34,,-0.02,0.19,-0.13,0.08,-0.07,0.02,-0.15,0.05,-0.1,-0.04,-0.13,-0.35,0,-0.11,,-53.736,-24.139,313.381,N/A 
HIP 33628 ,-0.05,,0.01,0.12,-0.01,-0.16,0.24,0.08,-0.08,,0.02,0.11,-0.08,-0.3,0.3,-0.02,,-52.312,198.102,-25.553,thin 
HIP 33634 ,0.28,,0.2,0.47,0.26,0.24,0.24,0.25,0.21,,0.28,0.31,0.28,,0.35,0.36,,-20.068,75.918,-40.232,thin 
HIP 99171 ,0.01,,0.3,0.15,0.11,0.26,0.27,0.17,0.05,0.2,0.23,0.16,-0.02,0.16,0.12,0.07,,24.968,-39.945,-0.558,thin 
HIP 99174 ,0.21,,0.13,0.14,0.13,0.2,0.16,0.11,0.18,0.18,0.19,0.17,0.22,0.12,0.18,0.13,0.26,14.882,-23.805,-68.612,thin 
2MASS 20011589+4529434 ,0.02,,-0.02,0.17,-0.21,-0.06,-0.22,-0.03,0.13,,-0.01,-0.16,0,-0.24,,-0.04,0.06,326.866,-559.002,658.849,N/A 
HIP 873 ,0.11,-2.65,0.06,-0.02,0.09,0.19,0.13,0.17,0.08,-0.02,0.12,0.04,0.01,0.28,0.06,0.09,,70.951,3.319,-15.851,thin 
HIP 33642 ,-0.2,,,-0.13,-0.33,-0.07,-0.15,-0.18,-0.12,-0.07,-0.15,,-0.26,-0.42,-0.08,-0.24,-0.32,-17.068,64.452,-55.142,thin 
2MASS 19151309+5059262 ,0.12,,0.09,0.08,0,0.11,0.02,0.12,0.16,,0.12,0.11,0.16,0.04,,0.17,0.15,89.187,-261.918,341.565,N/A 
HIP 66427 ,0.02,-3.28,,,0.24,0.14,0.14,0.2,0.14,0.19,0.14,0.18,0.11,-0.02,0.21,0.09,,-74.77,-33.721,-79.605,thin 
HIP 66435 ,-0.3,-2.68,-0.47,-0.28,-0.36,-0.23,-0.41,-0.35,-0.21,-0.17,-0.29,-0.27,-0.3,-0.6,-0.28,-0.32,,-38.095,-17.197,123.073,thin 
HIP 33668 ,-0.15,,,,-0.13,0,0.04,-0.08,-0.15,-0.17,-0.2,-0.29,,-0.36,,-0.14,,-38.713,145.302,170.695,thin 
HIP 910 ,-0.3,-0.84,-0.27,-0.27,-0.28,-0.23,-0.36,-0.28,-0.23,0.22,-0.26,-0.24,-0.38,-0.56,-0.22,-0.32,-0.28,18.185,0.895,-5.038,thin 
HIP 919 ,0.36,,0.12,0.06,0.1,0.1,0.04,0.18,0.27,,0.24,0.2,0.22,0.11,,0.21,0.28,29.163,1.448,17.165,thin 
HIP 99224 ,-0.06,-2.61,0.13,0.22,-0.14,0.07,-0.03,0.01,-0.01,0.03,0.02,-0.04,-0.05,-0.31,-0.01,-0.04,-0.13,29.161,-46.413,-15.438,thick 
2MASS 19084939+3829531 ,-0.54,,-0.34,-0.04,-0.59,-0.32,-0.33,-0.4,-0.37,,-0.32,-0.42,-0.58,-0.9,,-0.48,-0.47,82.483,-266.364,221.786,N/A 
HIP 33690 ,0.21,,0.32,0.1,0.17,0.25,0.16,0.19,0.17,0.19,0.21,0.16,0.16,0.16,0.2,0.17,0.26,-2.274,8.488,-16.074,thin 
HIP 99229 ,-0.16,,-0.11,-0.09,-0.12,-0.13,-0.36,-0.18,-0.07,-0.21,-0.1,-0.31,-0.19,-0.34,-0.24,-0.19,,23.552,-37.473,-19.328,thin 
HIP 66464 ,-0.4,-0.78,-0.08,-0.15,-0.39,-0.37,-0.51,-0.29,-0.42,,-0.46,-0.56,,-0.72,-0.42,-0.45,,-49.713,-22.546,48.184,thin 
HIP 99232 ,-0.06,-0.77,-0.01,-0.03,-0.07,0.01,-0.1,-0.11,-0.02,0.14,-0.03,0.01,-0.06,-0.11,0.04,0.02,-0.22,1.844,-2.934,40.626,thin 
HIP 934 ,-0.25,,-0.18,-0.07,-0.29,-0.24,-0.24,-0.26,-0.16,-0.26,-0.14,-0.09,-0.22,-0.38,-0.3,-0.3,-0.15,19.921,1.009,-31.276,thin 
